variant,seed,epochs,test_case,file_name,pressure_mae,pressure_rmse,pressure_mape,wear_mae_um,predicted_life,true_life,life_abs_error,life_rel_error,native_actual_step,used_actual_step,feature_variant,shape_variant,mean_k_factor,min_k_factor,max_k_factor,mean_raw_k_factor,mean_k_log_std
T4_dynk_s0p5_c0p2_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p75_c0p05_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p75_c0p1_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p75_c0p15_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p75_c0p2_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s1_c0p05_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s1_c0p1_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s1_c0p15_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s1_c0p2_d0p1,20260425,1600,Run4.xlsx,Run4.csv,5.214892864227295,5.391820430755615,0.031020451337099075,0.00811266292543143,38832.35894716884,38722.98916828896,109.36977887988178,0.002824414675338311,326.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T3_fixed_k,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p25_c0p05_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p25_c0p1_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p25_c0p15_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p25_c0p2_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p5_c0p05_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p5_c0p1_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p5_c0p15_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p5_c0p2_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p75_c0p05_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p75_c0p1_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
T4_dynk_s0p75_c0p15_d0p1,20260425,1600,Run28.xlsx,Run28.csv,2.424030065536499,2.7806575298309326,0.02549722231924534,0.05196594592314578,42568.969250762966,42449.22900678442,119.74024397854373,0.002820787250562462,543.0,250.0,M1_R2_log_cycle_replace,S1_slow_abs_0p01,1.0,1.0,1.0,1.0,0.0
