sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,37.31131526788446,4720.0,12.0,0.0193,0.0,231.0,8.199040000000001e-07
1,4456,37.45089371864675,4720.0,12.0,0.0193,0.00019221329880867122,231.0,8.199040000000001e-07
2,8912,37.52732786222301,4720.0,12.0,0.0193,0.0003851456511878478,231.0,8.199040000000001e-07
3,13368,37.540940289044784,4720.0,12.0,0.0193,0.000578471762371101,231.0,8.199040000000001e-07
4,17824,37.49572255133415,4720.0,12.0,0.0193,0.0007718679994516972,231.0,8.199040000000001e-07
5,22280,37.39910325653726,4720.0,12.0,0.0193,0.0009650312924383201,231.0,8.199040000000001e-07
6,26736,37.261516411857784,4720.0,12.0,0.0193,0.0011576968406188932,231.0,8.199040000000001e-07
7,31192,37.09579510613827,4720.0,12.0,0.0193,0.0013496535952043159,231.0,8.199040000000001e-07
8,35648,36.9164257660954,4720.0,12.0,0.0193,0.0015407566184584647,231.0,8.199040000000001e-07
9,40104,36.73870632682708,4720.0,12.0,0.0193,0.0017309356010480794,231.0,8.199040000000001e-07
10,44560,36.577857240662645,4720.0,12.0,0.0193,0.0019201990426164536,231.0,8.199040000000001e-07
11,49016,36.448136989291285,4720.0,12.0,0.0193,0.002108633852622524,231.0,8.199040000000001e-07
12,53472,36.36201350238996,4720.0,12.0,0.0193,0.0022964003946444895,231.0,8.199040000000001e-07
13,57928,36.32943963688919,4720.0,12.0,0.0193,0.002483723262156367,231.0,8.199040000000001e-07
14,62384,36.357274823389425,4720.0,12.0,0.0193,0.0026708783218571852,231.0,8.199040000000001e-07
15,66840,36.44888649153692,4720.0,12.0,0.0193,0.002858176777548784,231.0,8.199040000000001e-07
16,71296,36.603954438068634,4720.0,12.0,0.0193,0.0030459471807130884,231.0,8.199040000000001e-07
17,75752,36.818489506945085,4720.0,12.0,0.0193,0.0032345164332700863,231.0,8.199040000000001e-07
18,80208,37.08506549595112,4720.0,12.0,0.0193,0.0034241908865685435,231.0,8.199040000000001e-07
19,84664,37.39325081219644,4720.0,12.0,0.0193,0.0036152386350687955,231.0,8.199040000000001e-07
20,89120,37.73021479026864,4720.0,12.0,0.0193,0.0038078740337457993,231.0,8.199040000000001e-07
21,93576,38.08147343603239,4720.0,12.0,0.0193,0.004002245339006099,231.0,8.199040000000001e-07
22,98032,38.43173125615678,4720.0,12.0,0.0193,0.004198426191385083,231.0,8.199040000000001e-07
23,102488,38.76577024929993,4720.0,12.0,0.0193,0.004396411435020614,231.0,8.199040000000001e-07
24,106944,39.06933439401536,4720.0,12.0,0.0193,0.00459611751686144,231.0,8.199040000000001e-07
25,111400,39.32995823015891,4720.0,12.0,0.0193,0.0047973874424112545,231.0,8.199040000000001e-07
26,115856,39.53769137965824,4720.0,12.0,0.0193,0.005,231.0,8.199040000000001e-07
