sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,37.46155283236727,5380.0,10.0,0.0105,0.0,216.2,1.0780560000000002e-06
1,5859,37.86497970364828,5380.0,10.0,0.0105,0.0002114587783435041,216.2,1.0780560000000002e-06
2,11718,38.22924040291708,5380.0,10.0,0.0105,0.000425194775512767,216.2,1.0780560000000002e-06
3,17577,38.53584088759974,5380.0,10.0,0.0105,0.0006409869106859885,216.2,1.0780560000000002e-06
4,23436,38.7705998940871,5380.0,10.0,0.0105,0.0008585097099408789,216.2,1.0780560000000002e-06
5,29295,38.92470085253475,5380.0,10.0,0.0105,0.0010773576505463986,216.2,1.0780560000000002e-06
6,35154,38.995345927531346,5380.0,10.0,0.0105,0.0012970754429853623,216.2,1.0780560000000002e-06
7,41013,38.985963677434384,5380.0,10.0,0.0105,0.0015171920048325676,216.2,1.0780560000000002e-06
8,46872,38.90595493123268,5380.0,10.0,0.0105,0.001737255606805085,216.2,1.0780560000000002e-06
9,52731,38.769995730089526,5380.0,10.0,0.0105,0.0019568675843667214,216.2,1.0780560000000002e-06
10,58590,38.596949031205966,5380.0,10.0,0.0105,0.002175712114654964,216.2,1.0780560000000002e-06
11,64449,38.40846588795299,5380.0,10.0,0.0105,0.0023935798503157647,216.2,1.0780560000000002e-06
12,70308,38.227379850346104,5380.0,10.0,0.0105,0.0026103836574365774,216.2,1.0780560000000002e-06
13,76167,38.076013665836605,5380.0,10.0,0.0105,0.002826165290370998,216.2,1.0780560000000002e-06
14,82026,37.97452386467866,5380.0,10.0,0.0105,0.00304109250841765,216.2,1.0780560000000002e-06
15,87885,37.93940600440539,5380.0,10.0,0.0105,0.003255446848199933,216.2,1.0780560000000002e-06
16,93744,37.98227143259597,5380.0,10.0,0.0105,0.0034696029586171744,216.2,1.0780560000000002e-06
17,99603,38.108986289846335,5380.0,10.0,0.0105,0.0036840010310032353,216.2,1.0780560000000002e-06
18,105462,38.31923660915756,5380.0,10.0,0.0105,0.0038991143692255,216.2,1.0780560000000002e-06
19,111321,38.606551766333304,5380.0,10.0,0.0105,0.004115414504905596,216.2,1.0780560000000002e-06
20,117180,38.958784542181,5380.0,10.0,0.0105,0.0043333364450102935,216.2,1.0780560000000002e-06
21,123039,39.35901219250227,5380.0,10.0,0.0105,0.004553246629243754,216.2,1.0780560000000002e-06
22,128898,39.78679169763651,5380.0,10.0,0.0105,0.00477541597369876,216.2,1.0780560000000002e-06
23,134757,40.21967609544455,5380.0,10.0,0.0105,0.005000000000000001,216.2,1.0780560000000002e-06
