sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,27.413264060270677,4179.0,17.0,0.0132,0.0,189.6,7.37656e-07
1,4009,27.591075869255953,4179.0,17.0,0.0132,0.0001799957175135942,189.6,7.37656e-07
2,8018,27.789528278045236,4179.0,17.0,0.0132,0.0003611589488289133,189.6,7.37656e-07
3,12027,27.998930358456825,4179.0,17.0,0.0132,0.0005436252202942048,189.6,7.37656e-07
4,16036,28.209004542379077,4179.0,17.0,0.0132,0.0007274664275434896,189.6,7.37656e-07
5,20045,28.409440701418816,4179.0,17.0,0.0132,0.0009126869836139521,189.6,7.37656e-07
6,24054,28.59045198193104,4179.0,17.0,0.0132,0.0010992236051548638,189.6,7.37656e-07
7,28063,28.74330243022009,4179.0,17.0,0.0132,0.0012869487482538877,189.6,7.37656e-07
8,32072,28.860777963501114,4179.0,17.0,0.0132,0.0014756775086547976,189.6,7.37656e-07
9,36081,28.937575296455584,4179.0,17.0,0.0132,0.0016651776143744089,189.6,7.37656e-07
10,40090,28.970587856249804,4179.0,17.0,0.0132,0.0018551819720144728,189.6,7.37656e-07
11,44099,28.95907327226394,4179.0,17.0,0.0132,0.0020454030903939388,189.6,7.37656e-07
12,48108,28.90469341111704,4179.0,17.0,0.0132,0.0022355486039201534,189.6,7.37656e-07
13,52117,28.81142479868971,4179.0,17.0,0.0132,0.0024253370588303673,189.6,7.37656e-07
14,56126,28.68534425831661,4179.0,17.0,0.0132,0.002614513111263501,189.6,7.37656e-07
15,60135,28.534301321449384,4179.0,17.0,0.0132,0.002802861317830522,189.6,7.37656e-07
16,64144,28.367495071216215,4179.0,17.0,0.0132,0.002990217775230534,189.6,7.37656e-07
17,68153,28.194978231351403,4179.0,17.0,0.0132,0.0031764789814181967,189.6,7.37656e-07
18,72162,28.027115235189363,4179.0,17.0,0.0132,0.0033616074406149724,189.6,7.37656e-07
19,76171,27.874023490363996,4179.0,17.0,0.0132,0.0035456337099969296,189.6,7.37656e-07
20,80180,27.74502796077823,4179.0,17.0,0.0132,0.0037286547777219564,189.6,7.37656e-07
21,84189,27.6481584694713,4179.0,17.0,0.0132,0.003910828859737701,189.6,7.37656e-07
22,88198,27.589716822916227,4179.0,17.0,0.0132,0.004092366895875996,189.6,7.37656e-07
23,92207,27.57393709318916,4179.0,17.0,0.0132,0.004273521203681859,189.6,7.37656e-07
24,96216,27.602757372286657,4179.0,17.0,0.0132,0.00445457190165242,189.6,7.37656e-07
25,100225,27.675715303375156,4179.0,17.0,0.0132,0.004635811833812813,189.6,7.37656e-07
26,104234,27.789973020910082,4179.0,17.0,0.0132,0.0048175308083493965,189.6,7.37656e-07
27,108243,27.94047015509647,4179.0,17.0,0.0132,0.005,189.6,7.37656e-07
