sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,25.30819220964638,3577.0,17.0,0.0159,0.0,191.8,9.61768e-07
1,5227,25.56036453569673,3577.0,17.0,0.0159,0.00021666012579094141,191.8,9.61768e-07
2,10454,25.83974137520966,3577.0,17.0,0.0159,0.0004354790659069234,191.8,9.61768e-07
3,15681,26.129121941598687,3577.0,17.0,0.0159,0.0006566897146321389,191.8,9.61768e-07
4,20908,26.410519251677915,3577.0,17.0,0.0159,0.0008803777125649126,191.8,9.61768e-07
5,26135,26.666617432275757,3577.0,17.0,0.0159,0.0011064747160913675,191.8,9.61768e-07
6,31362,26.882174657989534,3577.0,17.0,0.0159,0.0013347641426705449,191.8,9.61768e-07
7,36589,27.045258062409676,3577.0,17.0,0.0159,0.0015648989264862813,191.8,9.61768e-07
8,41816,27.14821057765278,3577.0,17.0,0.0159,0.0017964298460126755,191.8,9.61768e-07
9,47043,27.18827137461661,3577.0,17.0,0.0159,0.002028842128566436,191.8,9.61768e-07
10,52270,27.167799639579716,3577.0,17.0,0.0159,0.0022615973663671607,191.8,9.61768e-07
11,57497,27.09408355809863,3577.0,17.0,0.0159,0.0024941773483198376,191.8,9.61768e-07
12,62724,26.97874998119344,3577.0,17.0,0.0159,0.002726126256533458,191.8,9.61768e-07
13,67951,26.836822599158772,3577.0,17.0,0.0159,0.0029570878090689956,191.8,9.61768e-07
14,73178,26.685504924158984,3577.0,17.0,0.0159,0.0031868343398364796,191.8,9.61768e-07
15,78405,26.54278667712206,3577.0,17.0,0.0159,0.003415285459765123,191.8,9.61768e-07
16,83632,26.425986481180125,3577.0,17.0,0.0159,0.0036425147874337917,191.8,9.61768e-07
17,88859,26.350348923969456,3577.0,17.0,0.0159,0.0038687442038904877,191.8,9.61768e-07
18,94086,26.327809646460974,3577.0,17.0,0.0159,0.004094326097105539,191.8,9.61768e-07
19,99313,26.366028503482244,3577.0,17.0,0.0159,0.004319715034511664,191.8,9.61768e-07
20,104540,26.46776912351775,3577.0,17.0,0.0159,0.004545431158557643,191.8,9.61768e-07
21,109767,26.630675132164747,3577.0,17.0,0.0159,0.004772018270754507,191.8,9.61768e-07
22,114994,26.847461168291872,3577.0,17.0,0.0159,0.005,191.8,9.61768e-07
