sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,33.38103607853836,5990.0,12.0,0.0147,0.0,190.1,1.026352e-06
1,5578,33.6364674705024,5990.0,12.0,0.0147,0.00021526628375907893,190.1,1.026352e-06
2,11156,33.953536597438855,5990.0,12.0,0.0147,0.000432179783211947,190.1,1.026352e-06
3,16734,34.313605208884525,5990.0,12.0,0.0147,0.0006511379853064513,190.1,1.026352e-06
4,22312,34.694582954000985,5990.0,12.0,0.0147,0.0008724181833899907,190.1,1.026352e-06
5,27890,35.07271715085327,5990.0,12.0,0.0147,0.001096155215443368,190.1,1.026352e-06
6,33468,35.424517228494835,5990.0,12.0,0.0147,0.0013223307441068294,190.1,1.026352e-06
7,39046,35.7286579350085,5990.0,12.0,0.0147,0.0015507749469708721,190.1,1.026352e-06
8,44624,35.96770712490977,5990.0,12.0,0.0147,0.0017811804801985687,190.1,1.026352e-06
9,50202,36.129538150855346,5990.0,12.0,0.0147,0.002013127584233852,190.1,1.026352e-06
10,55780,36.20831243608348,5990.0,12.0,0.0147,0.0022461182976846804,190.1,1.026352e-06
11,61358,36.20495262541305,5990.0,12.0,0.0147,0.0024796170075798655,190.1,1.026352e-06
12,66936,36.127067982924785,5990.0,12.0,0.0147,0.0027130940508630417,190.1,1.026352e-06
13,72514,35.98833808016324,5990.0,12.0,0.0147,0.0029460688347942043,190.1,1.026352e-06
14,78092,35.807404704779096,5990.0,12.0,0.0147,0.0031781489829044935,190.1,1.026352e-06
15,83670,35.60636176058649,5990.0,12.0,0.0147,0.0034090623351359702,190.1,1.026352e-06
16,89248,35.40896549835463,5990.0,12.0,0.0147,0.0036386792097095784,190.1,1.026352e-06
17,94826,35.238710073793726,5990.0,12.0,0.0147,0.0038670231232013734,190.1,1.026352e-06
18,100404,35.11692433958509,5990.0,12.0,0.0147,0.004094269100354439,190.1,1.026352e-06
19,105982,35.06104405804928,5990.0,12.0,0.0147,0.004320729710559748,190.1,1.026352e-06
20,111560,35.08319950950925,5990.0,12.0,0.0147,0.0045468299622515185,190.1,1.026352e-06
21,117138,35.18923291992217,5990.0,12.0,0.0147,0.004773073089128157,190.1,1.026352e-06
22,122716,35.378225309952605,5990.0,12.0,0.0147,0.005000000000000001,190.1,1.026352e-06
