sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,45.52945317587787,4539.0,8.0,0.019,0.0,247.3,9.1724e-07
1,4985,45.29385339149427,4539.0,8.0,0.019,0.000174929892509127,247.3,9.1724e-07
2,9970,45.0993457584914,4539.0,8.0,0.019,0.0003489545809781749,247.3,9.1724e-07
3,14955,44.957109188261235,4539.0,8.0,0.019,0.0005222319466273779,247.3,9.1724e-07
4,19940,44.875706498554706,4539.0,8.0,0.019,0.0006949628214622697,247.3,9.1724e-07
5,24925,44.860655055552236,4539.0,8.0,0.019,0.0008673809369124767,247.3,9.1724e-07
6,29910,44.91415012765406,4539.0,8.0,0.019,0.0010397412228232786,247.3,9.1724e-07
7,34895,45.03495482318678,4539.0,8.0,0.019,0.0012123070435375932,247.3,9.1724e-07
8,39880,45.21846213100913,4539.0,8.0,0.019,0.0013853370111047703,247.3,9.1724e-07
9,44865,45.45692595304241,4539.0,8.0,0.019,0.001559072036857206,247.3,9.1724e-07
10,49850,45.73984954378971,4539.0,8.0,0.019,0.0017337232706430318,247.3,9.1724e-07
11,54835,46.054511878864915,4539.0,8.0,0.019,0.0019094615324923517,247.3,9.1724e-07
12,59820,46.38660555821567,4539.0,8.0,0.019,0.0020864087666576524,247.3,9.1724e-07
13,64805,46.7209542569092,4539.0,8.0,0.019,0.002264631946558725,247.3,9.1724e-07
14,69790,47.04227374750308,4539.0,8.0,0.019,0.0024441397362638534,247.3,9.1724e-07
15,74775,47.33593833316172,4539.0,8.0,0.019,0.002624882075914784,247.3,9.1724e-07
16,79760,47.58871425936194,4539.0,8.0,0.019,0.0028067527118842434,247.3,9.1724e-07
17,84745,47.789423327862615,4539.0,8.0,0.019,0.002989594544793589,247.3,9.1724e-07
18,89730,47.929503436562946,4539.0,8.0,0.019,0.0031732075272188935,247.3,9.1724e-07
19,94715,48.00343793744071,4539.0,8.0,0.019,0.0033573587150617537,247.3,9.1724e-07
20,99700,48.00903228277063,4539.0,8.0,0.019,0.0035417939685673683,247.3,9.1724e-07
21,104685,47.94752408742685,4539.0,8.0,0.019,0.0037262507162522224,247.3,9.1724e-07
22,109670,47.82352108828572,4539.0,8.0,0.019,0.003910471141704996,247.3,9.1724e-07
23,114655,47.644770111704545,4539.0,8.0,0.019,0.0040942151320196895,247.3,9.1724e-07
24,119640,47.421768634011094,4539.0,8.0,0.019,0.004277272338572706,247.3,9.1724e-07
25,124625,47.167238412983565,4539.0,8.0,0.019,0.004459472745366419,247.3,9.1724e-07
26,129610,46.89548758463662,4539.0,8.0,0.019,0.004640695214998605,247.3,9.1724e-07
27,134595,46.62169321244462,4539.0,8.0,0.019,0.004820873583727397,247.3,9.1724e-07
28,139580,46.36114026497975,4539.0,8.0,0.019,0.005000000000000004,247.3,9.1724e-07
