sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,76.74285085132686,5073.0,6.0,0.0185,0.0,250.6,7.50536e-07
1,4079,76.36531006552654,5073.0,6.0,0.0185,0.0001809503091377265,250.6,7.50536e-07
2,8158,75.99946349337095,5073.0,6.0,0.0185,0.00036101042301759094,250.6,7.50536e-07
3,12237,75.67361861676409,5073.0,6.0,0.0185,0.0005402079151731623,250.6,7.50536e-07
4,16316,75.41395764867248,5073.0,6.0,0.0185,0.0007186371047376926,250.6,7.50536e-07
5,20395,75.2431261568797,5073.0,6.0,0.0185,0.000896454045318429,250.6,7.50536e-07
6,24474,75.17901234961138,5073.0,6.0,0.0185,0.0010738681860173855,250.6,7.50536e-07
7,28553,75.23378283206053,5073.0,6.0,0.0185,0.0012511311541560774,250.6,7.50536e-07
8,32632,75.4132268164295,5073.0,6.0,0.0185,0.0014285232644314094,250.6,7.50536e-07
9,36711,75.71644413929702,5073.0,6.0,0.0185,0.0016063384817985977,250.6,7.50536e-07
10,40790,76.13589390537592,5073.0,6.0,0.0185,0.0017848686487369856,250.6,7.50536e-07
11,44869,76.65780113526553,5073.0,6.0,0.0185,0.0019643878272119237,250.6,7.50536e-07
12,48948,77.26289949471507,5073.0,6.0,0.0185,0.0021451375994625964,250.6,7.50536e-07
13,53027,77.92747006467212,5073.0,6.0,0.0185,0.002327314120055121,250.6,7.50536e-07
14,57106,78.62462015175623,5073.0,6.0,0.0185,0.002511057617229093,250.6,7.50536e-07
15,61185,79.3257331981549,5073.0,6.0,0.0185,0.0026964449095237034,250.6,7.50536e-07
16,65264,80.00201162592622,5073.0,6.0,0.0185,0.0028834853411150553,250.6,7.50536e-07
17,69343,80.62602944057365,5073.0,6.0,0.0185,0.003072120354992717,250.6,7.50536e-07
18,73422,81.17321089263419,5073.0,6.0,0.0185,0.0032622267269866757,250.6,7.50536e-07
19,77501,81.62315548225254,5073.0,6.0,0.0185,0.0034536232862984943,250.6,7.50536e-07
20,81580,81.96073787540277,5073.0,6.0,0.0185,0.0036460807602321063,250.6,7.50536e-07
21,85659,82.17692343499182,5073.0,6.0,0.0185,0.003839334212393297,250.6,7.50536e-07
22,89738,82.26925540135252,5073.0,6.0,0.0185,0.004033097403812345,250.6,7.50536e-07
23,93817,82.24198745810202,5073.0,6.0,0.0185,0.004227078302779013,250.6,7.50536e-07
24,97896,82.10585453670691,5073.0,6.0,0.0185,0.004420994907251719,250.6,7.50536e-07
25,101975,81.87749421574249,5073.0,6.0,0.0185,0.004614590526851736,250.6,7.50536e-07
26,106054,81.57854990736276,5073.0,6.0,0.0185,0.004807647700587221,250.6,7.50536e-07
27,110133,81.23450417843276,5073.0,6.0,0.0185,0.005000000000000001,250.6,7.50536e-07
