sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,55.97311574776937,4051.0,6.0,0.0126,0.0,211.5,1.0948e-06
1,5950,56.36727863621494,4051.0,6.0,0.0126,0.0001925148095628908,211.5,1.0948e-06
2,11900,56.821886276942514,4051.0,6.0,0.0126,0.00038638530912788556,211.5,1.0948e-06
3,17850,57.3129508530681,4051.0,6.0,0.0126,0.0005818193933211667,211.5,1.0948e-06
4,23800,57.814211784689014,4051.0,6.0,0.0126,0.0007789424526964245,211.5,1.0948e-06
5,29750,58.29878584817794,4051.0,6.0,0.0126,0.0009777895567581918,211.5,1.0948e-06
6,35700,58.74085641874878,4051.0,6.0,0.0126,0.0011783033124312804,211.5,1.0948e-06
7,41650,59.11729569497222,4051.0,6.0,0.0126,0.0013803375325375142,211.5,1.0948e-06
8,47600,59.40911797490987,4051.0,6.0,0.0126,0.0015836664837768283,211.5,1.0948e-06
9,53550,59.6026726691835,4051.0,6.0,0.0126,0.0017879991331290288,211.5,1.0948e-06
10,59500,59.6905020895819,4051.0,6.0,0.0126,0.001992997497523358,211.5,1.0948e-06
11,65450,59.67181011519375,4051.0,6.0,0.0126,0.0021982979437996067,211.5,1.0948e-06
12,71400,59.552512288050345,4051.0,6.0,0.0126,0.002403534100606856,211.5,1.0948e-06
13,77350,59.34486419058648,4051.0,6.0,0.0126,0.0026083599426019503,211.5,1.0948e-06
14,83300,59.06669145533073,4051.0,6.0,0.0126,0.002812471596483603,211.5,1.0948e-06
15,89250,58.74026978815005,4051.0,6.0,0.0126,0.003015626498709788,211.5,1.0948e-06
16,95200,58.39092537730746,4051.0,6.0,0.0126,0.003217658701149567,211.5,1.0948e-06
17,101150,58.04544362978109,4051.0,6.0,0.0126,0.0034184893629599436,211.5,1.0948e-06
18,107100,57.73038621979423,4051.0,6.0,0.0126,0.003618131769445528,211.5,1.0948e-06
19,113050,57.47042219558844,4051.0,6.0,0.0126,0.003816690562548603,211.5,1.0948e-06
20,119000,57.28677800713981,4051.0,6.0,0.0126,0.004014355231321728,211.5,1.0948e-06
21,124950,57.19590384527849,4051.0,6.0,0.0126,0.004211388271401432,211.5,1.0948e-06
22,130900,57.20844009103061,4051.0,6.0,0.0126,0.004408108757467817,211.5,1.0948e-06
23,136850,57.328548816972955,4051.0,6.0,0.0126,0.004604872360893872,211.5,1.0948e-06
24,142800,57.553652344829665,4051.0,6.0,0.0126,0.004802049068150092,211.5,1.0948e-06
25,148750,57.874595286700234,4051.0,6.0,0.0126,0.005,211.5,1.0948e-06
