sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,47.0114697053959,4694.0,10.0,0.0139,0.0,223.4,7.3784e-07
1,4010,46.82114876017988,4694.0,10.0,0.0139,0.0001816204078321821,223.4,7.3784e-07
2,8020,46.613254737103304,4694.0,10.0,0.0139,0.00036250554472078904,223.4,7.3784e-07
3,12030,46.405308662720614,4694.0,10.0,0.0139,0.0005425875202214697,223.4,7.3784e-07
4,16040,46.214857345124344,4694.0,10.0,0.0139,0.0007218661332433094,223.4,7.3784e-07
5,20050,46.058527504590145,4694.0,10.0,0.0139,0.0009004089716511928,223.4,7.3784e-07
6,24060,45.95112950669835,4694.0,10.0,0.0139,0.0010783478576710294,223.4,7.3784e-07
7,28070,45.9048590159129,4694.0,10.0,0.0139,0.001255871830728142,223.4,7.3784e-07
8,32080,45.92863960868044,4694.0,10.0,0.0139,0.0014332170460169972,223.4,7.3784e-07
9,36090,46.02764178594927,4694.0,10.0,0.0139,0.0016106541333741793,223.4,7.3784e-07
10,40100,46.20300431526843,4694.0,10.0,0.0139,0.0017884736979422318,223.4,7.3784e-07
11,44110,46.45177292498779,4694.0,10.0,0.0139,0.001966970744288519,223.4,7.3784e-07
12,48120,46.76705965557181,4694.0,10.0,0.0139,0.0021464288636800907,223.4,7.3784e-07
13,52130,47.138414277357434,4694.0,10.0,0.0139,0.0023271050369838586,223.4,7.3784e-07
14,56140,47.55238775153003,4694.0,10.0,0.0139,0.0025092158724728704,223.4,7.3784e-07
15,60150,47.9932573579911,4694.0,10.0,0.0139,0.002692926020463323,223.4,7.3784e-07
16,64160,48.443874398288195,4694.0,10.0,0.0139,0.0028783393893534416,223.4,7.3784e-07
17,68170,48.88658877372356,4694.0,10.0,0.0139,0.0030654936366110684,223.4,7.3784e-07
18,72180,49.304200594397685,4694.0,10.0,0.0139,0.0032543582317034604,223.4,7.3784e-07
19,76190,49.68088751769904,4694.0,10.0,0.0139,0.0034448361953984866,223.4,7.3784e-07
20,80200,50.00305782318294,4694.0,10.0,0.0139,0.0036367694216722785,223.4,7.3784e-07
21,84210,50.2600832343535,4694.0,10.0,0.0139,0.0038299472953191496,223.4,7.3784e-07
22,88220,50.44487198073767,4694.0,10.0,0.0139,0.0040241181406874445,223.4,7.3784e-07
23,92230,50.554251206327784,4694.0,10.0,0.0139,0.004219002884338252,223.4,7.3784e-07
24,96240,50.58913810865584,4694.0,10.0,0.0139,0.0044143101950707645,223.4,7.3784e-07
25,100250,50.55449058234873,4694.0,10.0,0.0139,0.004609752285112848,223.4,7.3784e-07
26,104260,50.45904002798449,4694.0,10.0,0.0139,0.004805060520631818,223.4,7.3784e-07
27,108270,50.31482073059419,4694.0,10.0,0.0139,0.005,223.4,7.3784e-07
