sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,91.05885970999117,3149.0,4.0,0.0191,0.0,258.5,1.031688e-06
1,5607,90.52481798996658,3149.0,4.0,0.0191,0.00019675655063221072,258.5,1.031688e-06
2,11214,90.01347271998401,3149.0,4.0,0.0191,0.00039235916405215695,258.5,1.031688e-06
3,16821,89.56629452499193,3149.0,4.0,0.0191,0.0005868568818933062,258.5,1.031688e-06
4,22428,89.22075886729134,3149.0,4.0,0.0191,0.0007803883539518396,258.5,1.031688e-06
5,28035,89.00799146953308,3149.0,4.0,0.0191,0.0009731732055898437,258.5,1.031688e-06
6,33642,88.95081271577668,3149.0,4.0,0.0191,0.0011654983174572947,258.5,1.031688e-06
7,39249,89.06230390808574,3149.0,4.0,0.0191,0.001357699879629588,258.5,1.031688e-06
8,44856,89.34498546603359,3149.0,4.0,0.0191,0.0015501423477663804,258.5,1.031688e-06
9,50463,89.79065870586908,3149.0,4.0,0.0191,0.001743195623554908,258.5,1.031688e-06
10,56070,90.38092114094093,3149.0,4.0,0.0191,0.0019372118932756942,258.5,1.031688e-06
11,61677,91.08832292516287,3149.0,4.0,0.0191,0.002132503579809983,258.5,1.031688e-06
12,67284,91.87809177592545,3149.0,4.0,0.0191,0.0023293237934466087,258.5,1.031688e-06
13,72891,92.71031799320643,3149.0,4.0,0.0191,0.0025278505098372517,258.5,1.031688e-06
14,78498,93.54246228209561,3149.0,4.0,0.0191,0.002728175469258605,258.5,1.031688e-06
15,84105,94.33202880302345,3149.0,4.0,0.0191,0.0029302984946828884,258.5,1.031688e-06
16,89712,95.03923549212007,3149.0,4.0,0.0191,0.0031341275856745115,258.5,1.031688e-06
17,95319,95.62951386565719,3149.0,4.0,0.0191,0.0033394847822142805,258.5,1.031688e-06
18,100926,96.07568123666891,3149.0,4.0,0.0191,0.0035461174300067872,258.5,1.031688e-06
19,106533,96.35964885539474,3149.0,4.0,0.0191,0.0037537141394315666,258.5,1.031688e-06
20,112140,96.47355864480076,3149.0,4.0,0.0191,0.003961924435379719,258.5,1.031688e-06
21,117747,96.4202771059079,3149.0,4.0,0.0191,0.004170380863305782,258.5,1.031688e-06
22,123354,96.21321535904168,3149.0,4.0,0.0191,0.004378722162491619,258.5,1.031688e-06
23,128961,95.87548662847566,3149.0,4.0,0.0191,0.004586616050462214,258.5,1.031688e-06
24,134568,95.43845410880945,3149.0,4.0,0.0191,0.004793780186926068,258.5,1.031688e-06
25,140175,94.93976045597985,3149.0,4.0,0.0191,0.005000000000000001,258.5,1.031688e-06
