sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,20.11643015334739,2914.0,17.0,0.0152,0.0,209.5,9.75384e-07
1,5301,20.022091273402804,2914.0,17.0,0.0152,0.0001746522096474552,209.5,9.75384e-07
2,10602,19.92888960013444,2914.0,17.0,0.0152,0.00034848536274698473,209.5,9.75384e-07
3,15903,19.843547553872956,2914.0,17.0,0.0152,0.0005215093326040069,209.5,9.75384e-07
4,21204,19.77240062845196,2914.0,17.0,0.0152,0.0006937923570327507,209.5,9.75384e-07
5,26505,19.721079728309707,2914.0,17.0,0.0152,0.0008654576790341912,209.5,9.75384e-07
6,31806,19.694228836733686,2914.0,17.0,0.0152,0.0010366774295031771,209.5,9.75384e-07
7,37107,19.695272172541518,2914.0,17.0,0.0152,0.001207664058712128,209.5,9.75384e-07
8,42408,19.726242510934732,2914.0,17.0,0.0152,0.0013786597462332572,209.5,9.75384e-07
9,47709,19.787679277235068,2914.0,17.0,0.0152,0.0015499243203308153,209.5,9.75384e-07
10,53010,19.878601523509072,2914.0,17.0,0.0152,0.0017217222925962467,209.5,9.75384e-07
11,58311,19.99655714314634,2914.0,17.0,0.0152,0.0018943096579645703,209.5,9.75384e-07
12,63612,20.137745855567168,2914.0,17.0,0.0152,0.002067921122015063,209.5,9.75384e-07
13,68913,20.297209794093153,2914.0,17.0,0.0152,0.002242758396033507,209.5,9.75384e-07
14,74214,20.46908214010943,2914.0,17.0,0.0152,0.002418980146771247,209.5,9.75384e-07
15,79515,20.646881335963783,2914.0,17.0,0.0152,0.0025966941048628867,209.5,9.75384e-07
16,84816,20.823836123539625,2914.0,17.0,0.0152,0.002775951727620314,209.5,9.75384e-07
17,90117,20.993225109711837,2914.0,17.0,0.0152,0.0029567456838336384,209.5,9.75384e-07
18,95418,21.14871383145608,2914.0,17.0,0.0152,0.003139010286702428,209.5,9.75384e-07
19,100719,21.28467241875967,2914.0,17.0,0.0152,0.003322624853189061,209.5,9.75384e-07
20,106020,21.39645792638971,2914.0,17.0,0.0152,0.0035074198213429922,209.5,9.75384e-07
21,111321,21.48064717722489,2914.0,17.0,0.0152,0.0036931853188485694,209.5,9.75384e-07
22,116622,21.53520844141451,2914.0,17.0,0.0152,0.0038796817531344223,209.5,9.75384e-07
23,121923,21.55960334265502,2914.0,17.0,0.0152,0.004066651892012951,209.5,9.75384e-07
24,127224,21.554813881578234,2914.0,17.0,0.0152,0.004253833829077007,209.5,9.75384e-07
25,132525,21.523293221186048,2914.0,17.0,0.0152,0.0044409741837154685,209.5,9.75384e-07
26,137826,21.468842702155715,2914.0,17.0,0.0152,0.004627840873844618,209.5,9.75384e-07
27,143127,21.396421254982293,2914.0,17.0,0.0152,0.004814234820878068,209.5,9.75384e-07
28,148428,21.31189676582937,2914.0,17.0,0.0152,0.005000000000000002,209.5,9.75384e-07
