sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,26.47227732532492,5269.0,17.0,0.0072,0.0,201.9,7.766640000000001e-07
1,4221,26.394636429374508,5269.0,17.0,0.0072,0.0001830088208132304,201.9,7.766640000000001e-07
2,8442,26.353510323621347,5269.0,17.0,0.0072,0.00036548089261011625,201.9,7.766640000000001e-07
3,12663,26.35521041285772,5269.0,17.0,0.0072,0.0005476686503668449,201.9,7.766640000000001e-07
4,16884,26.40357401795419,5269.0,17.0,0.0072,0.0007298681612237167,201.9,7.766640000000001e-07
5,21105,26.499741420720085,5269.0,17.0,0.0072,0.0009124020205852606,201.9,7.766640000000001e-07
6,25326,26.64208965108264,5269.0,17.0,0.0072,0.0010956007068812072,201.9,7.766640000000001e-07
7,29547,26.82632686463385,5269.0,17.0,0.0072,0.0012797834785833074,201.9,7.766640000000001e-07
8,33768,27.045741825665978,5269.0,17.0,0.0072,0.0014652399236754058,201.9,7.766640000000001e-07
9,37989,27.291593996649333,5269.0,17.0,0.0072,0.0016522132338559815,201.9,7.766640000000001e-07
10,42210,27.55362156357059,5269.0,17.0,0.0072,0.0018408861755171851,201.9,7.766640000000001e-07
11,46431,27.820637872546296,5269.0,17.0,0.0072,0.0020313705728175657,201.9,7.766640000000001e-07
12,50652,28.081181614984626,5269.0,17.0,0.0072,0.0022237009140555616,201.9,7.766640000000001e-07
13,54873,28.32418297489756,5269.0,17.0,0.0072,0.002417832452919584,201.9,7.766640000000001e-07
14,59094,28.539607024304182,5269.0,17.0,0.0072,0.0026136439149646445,201.9,7.766640000000001e-07
15,63315,28.719036974923586,5269.0,17.0,0.0072,0.002810944652026441,201.9,7.766640000000001e-07
16,67536,28.85616338968987,5269.0,17.0,0.0072,0.0030094858287858842,201.9,7.766640000000001e-07
17,71757,28.947150922895005,5269.0,17.0,0.0072,0.0032089749913631065,201.9,7.766640000000001e-07
18,75978,28.990861275356455,5269.0,17.0,0.0072,0.0034090931712687563,201.9,7.766640000000001e-07
19,80199,28.988919407266277,5269.0,17.0,0.0072,0.0036095135306946262,201.9,7.766640000000001e-07
20,84420,28.94561916067252,5269.0,17.0,0.0072,0.0038099204655486323,201.9,7.766640000000001e-07
21,88641,28.867673776472213,5269.0,17.0,0.0072,0.004010028056036732,201.9,7.766640000000001e-07
22,92862,28.76382580496205,5269.0,17.0,0.0072,0.004209596792512575,201.9,7.766640000000001e-07
23,97083,28.644339080528777,5269.0,17.0,0.0072,0.00440844760455085,201.9,7.766640000000001e-07
24,101304,28.520402285064314,5269.0,17.0,0.0072,0.004606472377927145,201.9,7.766640000000001e-07
25,105525,28.403478762832993,5269.0,17.0,0.0072,0.004803640348297239,201.9,7.766640000000001e-07
26,109746,28.30464037318828,5269.0,17.0,0.0072,0.005,201.9,7.766640000000001e-07
