sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0,0,47.99413656578956,5429.0,8.0,0.02,0.0,199.3,1.023776e-06
1,5564,48.3551367657123,5429.0,8.0,0.02,0.0002058172336224887,199.3,1.023776e-06
2,11128,48.796327853775495,5429.0,8.0,0.02,0.0004131825743222537,199.3,1.023776e-06
3,16692,49.29409759396802,5429.0,8.0,0.02,0.0006224399113311843,199.3,1.023776e-06
4,22256,49.82067645905592,5429.0,8.0,0.02,0.0008338318755724847,199.3,1.023776e-06
5,27820,50.34619733540721,5429.0,8.0,0.02,0.001047482011604164,199.3,1.023776e-06
6,33384,50.840910796912816,5429.0,8.0,0.02,0.0012633857823654362,199.3,1.023776e-06
7,38948,51.27739165127414,5429.0,8.0,0.02,0.0014814110738658787,199.3,1.023776e-06
8,44512,51.632573109216466,5429.0,8.0,0.02,0.0017013081623899154,199.3,1.023776e-06
9,50076,51.889457711606475,5429.0,8.0,0.02,0.0019227284049977327,199.3,1.023776e-06
10,55640,52.0383781228393,5429.0,8.0,0.02,0.0021452502671367533,199.3,1.023776e-06
11,61204,52.077714283220864,5429.0,8.0,0.02,0.002368410757017891,199.3,1.023776e-06
12,66768,52.014013732436815,5429.0,8.0,0.02,0.0025917399354158013,199.3,1.023776e-06
13,72332,51.86150618027,5429.0,8.0,0.02,0.002814795941462238,199.3,1.023776e-06
14,77896,51.64104832663887,5429.0,8.0,0.02,0.003037197936732786,199.3,1.023776e-06
15,83460,51.37857718883054,5429.0,8.0,0.02,0.003258654524317908,199.3,1.023776e-06
16,89024,51.10318664557506,5429.0,8.0,0.02,0.0034789855351689755,199.3,1.023776e-06
17,94588,50.84496985189107,5429.0,8.0,0.02,0.003698135565928841,199.3,1.023776e-06
18,100152,50.6327875429266,5429.0,8.0,0.02,0.003916178264211164,199.3,1.023776e-06
19,105716,50.49212774149261,5429.0,8.0,0.02,0.004133311043512138,199.3,1.023776e-06
20,111280,50.44321560499425,5429.0,8.0,0.02,0.00434984061972864,199.3,1.023776e-06
21,116844,50.49951359576841,5429.0,8.0,0.02,0.004566160441976324,199.3,1.023776e-06
22,122408,50.666723210336365,5429.0,8.0,0.02,0.004782721691563862,199.3,1.023776e-06
23,127972,50.94236230474878,5429.0,8.0,0.02,0.005,199.3,1.023776e-06
