round_id,description,seq_len,d_model,num_layers,dim_ff,dropout,epochs,learning_rate,weight_decay,grad_clip_norm,use_validation,mean_pressure_mae,mean_pressure_rmse,mean_pressure_mape,mean_wear_mae_um,mean_life_abs_error,median_life_abs_error,mean_life_rel_error,max_life_abs_error,min_life_abs_error,mean_actual_epochs
round3_capacity,"seq_len=10, d_model=64, ff=128, 2 layers",10,64,2,128,0.0,1200,0.001,1e-06,,False,40.81493818058687,43.75395570081823,0.3946570252232692,0.4584920923051258,16572.818900930786,14264.802961435056,0.3747616579161632,60255.95133367862,950.3753698256405,1200.0
