round_id,description,seq_len,d_model,num_layers,dim_ff,dropout,epochs,learning_rate,weight_decay,grad_clip_norm,use_validation,mean_pressure_mae,mean_pressure_rmse,mean_pressure_mape,mean_wear_mae_um,mean_life_abs_error,median_life_abs_error,mean_life_rel_error,max_life_abs_error,min_life_abs_error,mean_actual_epochs
round3b_capacity,"seq_len=10, d_model=64, ff=256, 3 layers",10,64,3,256,0.0,1200,0.001,1e-06,,False,41.48311581331141,43.97525888330796,0.4088250284685808,0.4611875498605387,15979.690962531433,12275.174168390644,0.30123937440735793,62635.02443908047,938.9072282358065,1200.0
