round_id,description,seq_len,d_model,num_layers,dim_ff,dropout,epochs,learning_rate,weight_decay,grad_clip_norm,use_validation,mean_pressure_mae,mean_pressure_rmse,mean_pressure_mape,mean_wear_mae_um,mean_life_abs_error,median_life_abs_error,mean_life_rel_error,max_life_abs_error,min_life_abs_error,mean_actual_epochs
round1_training_strategy,validation+regularization branch,6,32,2,64,0.1,3000,0.0005,0.0001,1.0,True,39.017767920213586,42.86497901467716,0.3793359019738786,0.4788006477501013,18194.455310200363,9940.724964547662,0.3263731787954487,69113.85982590046,1203.2449890331554,344.05882352941177
