cycle,stress,F2_actual,d1,Cr,wear_depth
0.0,147.05882352941174,4000,17.0,0.013000000000000001,2.647058823529411e-06
753.7688442211055,146.96299350944574,4000,17.0,0.013000000000000001,5.292392706699434e-06
1507.537688442211,146.86682281813,4000,17.0,0.013000000000000001,7.935995517425774e-06
2261.3065326633164,146.76997851179806,4000,17.0,0.013000000000000001,1.0577855130638138e-05
3015.075376884422,146.67214292685713,4000,17.0,0.013000000000000001,1.3217953703321566e-05
3768.8442211055276,146.5730208855707,4000,17.0,0.013000000000000001,1.5856268079261838e-05
4522.613065326633,146.47234639177864,4000,17.0,0.013000000000000001,1.8492770314313854e-05
5276.381909547738,146.36988866467132,4000,17.0,0.013000000000000001,2.1127428310277937e-05
6030.150753768844,146.26545737375002,4000,17.0,0.013000000000000001,2.3760206543005436e-05
6783.91959798995,146.15890695622477,4000,17.0,0.013000000000000001,2.639106686821748e-05
7537.688442211055,146.0501399189156,4000,17.0,0.013000000000000001,2.9019969386757963e-05
8291.45728643216,145.93910904975735,4000,17.0,0.013000000000000001,3.16468733496536e-05
9045.226130653265,145.82581848874375,4000,17.0,0.013000000000000001,3.427173808245098e-05
9798.994974874371,145.71032363401696,4000,17.0,0.013000000000000001,3.689452390786329e-05
10552.763819095477,145.5927298852332,4000,17.0,0.013000000000000001,3.9515193045797484e-05
11306.532663316582,145.4731902527099,4000,17.0,0.013000000000000001,4.213371047034626e-05
12060.301507537688,145.35190188658711,4000,17.0,0.013000000000000001,4.475004470430483e-05
12814.070351758794,145.22910160473472,4000,17.0,0.013000000000000001,4.736416853319006e-05
13567.8391959799,145.10506052084972,4000,17.0,0.013000000000000001,4.997605962256535e-05
14321.608040201005,144.98007789459717,4000,17.0,0.013000000000000001,5.25857010246681e-05
15075.37688442211,144.8544743432968,4000,17.0,0.013000000000000001,5.5193081562847444e-05
15829.145728643216,144.72858456913931,4000,17.0,0.013000000000000001,5.779819608509195e-05
16582.91457286432,144.6027497669059,4000,17.0,0.013000000000000001,6.0401045580896255e-05
17336.683417085427,144.47730988441162,4000,17.0,0.013000000000000001,6.300163715881566e-05
18090.45226130653,144.35259591123486,4000,17.0,0.013000000000000001,6.559998388521789e-05
18844.22110552764,144.22892237065244,4000,17.0,0.013000000000000001,6.819610448788964e-05
19597.989949748742,144.1065801850912,4000,17.0,0.013000000000000001,7.079002293122127e-05
20351.75879396985,143.985830076934,4000,17.0,0.013000000000000001,7.338176787260608e-05
21105.527638190953,143.86689665437436,4000,17.0,0.013000000000000001,7.597137201238483e-05
21859.29648241206,143.74996331647358,4000,17.0,0.013000000000000001,7.855887135208135e-05
22613.065326633165,143.6351680929937,4000,17.0,0.013000000000000001,8.114430437775524e-05
23366.834170854272,143.52260051337305,4000,17.0,0.013000000000000001,8.372771118699595e-05
24120.603015075376,143.41229957586827,4000,17.0,0.013000000000000001,8.630913257936158e-05
24874.37185929648,143.3042528629301,4000,17.0,0.013000000000000001,8.888860913089432e-05
25628.140703517587,143.19839682287903,4000,17.0,0.013000000000000001,9.146618027370614e-05
26381.90954773869,143.09461821149205,4000,17.0,0.013000000000000001,9.4041883401513e-05
27135.6783919598,142.99275666079924,4000,17.0,0.013000000000000001,9.661575302140738e-05
27889.447236180902,142.89260831682128,4000,17.0,0.013000000000000001,9.918781997111016e-05
28643.21608040201,142.7939304637295,4000,17.0,0.013000000000000001,0.0001017581107194573
29396.984924623113,142.69644702953667,4000,17.0,0.013000000000000001,0.00010432664676598895
30150.75376884422,142.59985484842798,4000,17.0,0.013000000000000001,0.00010689344415326066
30904.522613065325,142.5038305376805,4000,17.0,0.013000000000000001,0.0001094585131029389
31658.291457286432,142.40803783317628,4000,17.0,0.013000000000000001,0.00011202185778393608
32412.060301507536,142.31213521711325,4000,17.0,0.013000000000000001,0.00011458347621784411
33165.82914572864,142.2157836648891,4000,17.0,0.013000000000000001,0.00011714336032381211
33919.59798994975,142.11865433542994,4000,17.0,0.013000000000000001,0.00011970149610184985
34673.366834170854,142.0204360305191,4000,17.0,0.013000000000000001,0.0001222578639503992
35427.13567839196,141.92084225392117,4000,17.0,0.013000000000000001,0.00012481243911096978
36180.90452261306,141.81961771017322,4000,17.0,0.013000000000000001,0.0001273651922297529
36934.67336683417,141.71654409562808,4000,17.0,0.013000000000000001,0.0001299160900234742
37688.44221105528,141.61144505038646,4000,17.0,0.013000000000000001,0.00013246509603438117
38442.21105527638,141.5041901587901,4000,17.0,0.013000000000000001,0.00013501217145723938
39195.979899497484,141.39469790772998,4000,17.0,0.013000000000000001,0.00013755727601957852
39949.74874371859,141.28293753566467,4000,17.0,0.013000000000000001,0.00014010036889522049
40703.5175879397,141.16892973040527,4000,17.0,0.013000000000000001,0.00014264140963036778
41457.2864321608,141.05274615983964,4000,17.0,0.013000000000000001,0.0001451803590612449
42211.05527638191,140.93450784624036,4000,17.0,0.013000000000000001,0.00014771718020247722
42964.824120603014,140.814382421033,4000,17.0,0.013000000000000001,0.0001502518390860558
43718.59296482412,140.69258032229683,4000,17.0,0.013000000000000001,0.00015278430553185713
44472.36180904522,140.56935002125303,4000,17.0,0.013000000000000001,0.00015531455383223968
45226.13065326633,140.44497238602034,4000,17.0,0.013000000000000001,0.00015784256333518804
45979.89949748744,140.31975431049005,4000,17.0,0.013000000000000001,0.00016036831891277686
46733.668341708544,140.1940217528402,4000,17.0,0.013000000000000001,0.000162891811304328
47487.437185929644,140.06811234160153,4000,17.0,0.013000000000000001,0.0001654130373264768
48241.20603015075,139.94236771699664,4000,17.0,0.013000000000000001,0.00016793199994538275
48994.97487437186,139.81712578127926,4000,17.0,0.013000000000000001,0.00017044870820944578
49748.74371859296,139.6927130338646,4000,17.0,0.013000000000000001,0.00017296317704405535
50502.51256281407,139.56943716511776,4000,17.0,0.013000000000000001,0.00017547542691302747
