cycle,stress,F2_actual,d1,Cr,wear_depth
0.0,125.0,2000,10.0,0.013000000000000001,1.125e-06
753.7688442211055,124.92079723395064,2000,10.0,0.013000000000000001,2.249287175105556e-06
1507.537688442211,124.84125379655157,2000,10.0,0.013000000000000001,3.37285845927452e-06
2261.3065326633164,124.76103674413623,2000,10.0,0.013000000000000001,4.495707789971746e-06
3015.075376884422,124.67982841311195,2000,10.0,0.013000000000000001,5.617826245689753e-06
3768.8442211055276,124.59733362574218,2000,10.0,0.013000000000000001,6.739202248321433e-06
4522.613065326633,124.51328638586676,2000,10.0,0.013000000000000001,7.859821825794234e-06
5276.381909547738,124.42745591267608,2000,10.0,0.013000000000000001,8.979668929008319e-06
6030.150753768844,124.3396518756714,2000,10.0,0.013000000000000001,1.0098725795889361e-05
6783.91959798995,124.2497287120628,2000,10.0,0.013000000000000001,1.1216973354297926e-05
7537.688442211055,124.15758892867026,2000,10.0,0.013000000000000001,1.2334391654655958e-05
8291.45728643216,124.06318531342868,2000,10.0,0.013000000000000001,1.3450960322476816e-05
9045.226130653265,123.96652200633173,2000,10.0,0.013000000000000001,1.4566659020533802e-05
9798.994974874371,123.86765440552155,2000,10.0,0.013000000000000001,1.5681467910183494e-05
10552.763819095477,123.76668791065445,2000,10.0,0.013000000000000001,1.6795368101379386e-05
11306.532663316582,123.66377553204781,2000,10.0,0.013000000000000001,1.7908342081167817e-05
12060.301507537688,123.55911441984163,2000,10.0,0.013000000000000001,1.9020374110946392e-05
12814.070351758794,123.4529413919059,2000,10.0,0.013000000000000001,2.0131450583473545e-05
13567.8391959799,123.34552756193756,2000,10.0,0.013000000000000001,2.1241560331530983e-05
14321.608040201005,123.23717218960165,2000,10.0,0.013000000000000001,2.2350694881237398e-05
15075.37688442211,123.1281958922179,2000,10.0,0.013000000000000001,2.345884864426736e-05
15829.145728643216,123.01893337197706,2000,10.0,0.013000000000000001,2.4566019044615153e-05
16582.91457286432,122.90972582366027,2000,10.0,0.013000000000000001,2.5672206577028094e-05
17336.683417085427,122.80091319508266,2000,10.0,0.013000000000000001,2.677741479578384e-05
18090.45226130653,122.69282647582254,2000,10.0,0.013000000000000001,2.7881650234066243e-05
18844.22110552764,122.58578018915676,2000,10.0,0.013000000000000001,2.8984922255768654e-05
19597.989949748742,122.48006525751214,2000,10.0,0.013000000000000001,3.0087242843086262e-05
20351.75879396985,122.3759424032716,2000,10.0,0.013000000000000001,3.1188626324715704e-05
21105.527638190953,122.27363623462857,2000,10.0,0.013000000000000001,3.228908905082736e-05
21859.29648241206,122.17333015064447,2000,10.0,0.013000000000000001,3.3388649022183164e-05
22613.065326633165,122.07516218108123,2000,10.0,0.013000000000000001,3.448732548181289e-05
23366.834170854272,121.9792218553772,2000,10.0,0.013000000000000001,3.5585138478511284e-05
24120.603015075376,121.88554817178908,2000,10.0,0.013000000000000001,3.6682108412057386e-05
24874.37185929648,121.79412871276755,2000,10.0,0.013000000000000001,3.777825557047229e-05
25628.140703517587,121.70489992663313,2000,10.0,0.013000000000000001,3.887359966981199e-05
26381.90954773869,121.61774856916279,2000,10.0,0.013000000000000001,3.996815940693445e-05
27135.6783919598,121.53251427238665,2000,10.0,0.013000000000000001,4.106195203538593e-05
27889.447236180902,121.44899318232531,2000,10.0,0.013000000000000001,4.215499297402686e-05
28643.21608040201,121.36694258315019,2000,10.0,0.013000000000000001,4.324729545727521e-05
29396.984924623113,121.28608640287398,2000,10.0,0.013000000000000001,4.4338870234901076e-05
30150.75376884422,121.20612147568193,2000,10.0,0.013000000000000001,4.5429725328182216e-05
30904.522613065325,121.12672441885108,2000,10.0,0.013000000000000001,4.6519865847951876e-05
31658.291457286432,121.0475589682635,2000,10.0,0.013000000000000001,4.7609293878666246e-05
32412.060301507536,120.96828360611711,2000,10.0,0.013000000000000001,4.86980084311213e-05
33165.82914572864,120.88855930780962,2000,10.0,0.013000000000000001,4.978600546489159e-05
33919.59798994975,120.80805723226706,2000,10.0,0.013000000000000001,5.087327797998199e-05
34673.366834170854,120.7264661812729,2000,10.0,0.013000000000000001,5.1959816175613444e-05
35427.13567839196,120.6434996585916,2000,10.0,0.013000000000000001,5.304560767254077e-05
36180.90452261306,120.5589023687603,2000,10.0,0.013000000000000001,5.4130637793859615e-05
36934.67336683417,120.4724560081318,2000,10.0,0.013000000000000001,5.52148898979328e-05
37688.44221105528,120.38398421680682,2000,10.0,0.013000000000000001,5.629834575588406e-05
38442.21105527638,120.29335657912708,2000,10.0,0.013000000000000001,5.7380985965096205e-05
39195.979899497484,120.20049158198363,2000,10.0,0.013000000000000001,5.846279038933406e-05
39949.74874371859,120.10535846383496,2000,10.0,0.013000000000000001,5.9543738615508574e-05
40703.5175879397,120.00797791249218,2000,10.0,0.013000000000000001,6.0623810416721e-05
41457.2864321608,119.90842159584321,2000,10.0,0.013000000000000001,6.17029862110836e-05
