"snapshot","data_type","file_name"
"旧版留一_4.13","processed","Run1.csv"
"旧版留一_4.13","processed","Run10.csv"
"旧版留一_4.13","processed","Run11.csv"
"旧版留一_4.13","processed","Run12.csv"
"旧版留一_4.13","processed","Run13.csv"
"旧版留一_4.13","processed","Run14.csv"
"旧版留一_4.13","processed","Run3.csv"
"旧版留一_4.13","processed","Run4.csv"
"旧版留一_4.13","processed","Run5.csv"
"旧版留一_4.13","processed","Run6.csv"
"旧版留一_4.13","processed","Run7.csv"
"旧版留一_4.13","processed","Run8.csv"
"旧版留一_4.13","processed","Run9.csv"
