variant,seed_count,mean_pressure_mae,std_pressure_mae,mean_pressure_rmse,mean_pressure_mape,mean_wear_mae_um,std_wear_mae_um,mean_life_abs_error,std_life_abs_error,mean_life_rel_error,median_life_abs_error,max_life_abs_error,min_life_abs_error,row_count,life_error_win_count,delta_vs_baseline,model
LSTM,5,2.7341180086135863,0.8317429483281531,3.1541366457939146,0.021388681884855033,0.05574453756473765,0.022309206934387753,892.8202726820573,406.33146498609585,0.02612820014509213,819.2747975143902,2571.0671322111302,55.89802056712506,20,7,-791.9538156899353,LSTM
GRU,5,2.7202707171440124,1.086445151994155,3.0988876283168794,0.022111234022304416,0.06711424436003502,0.008190721247818665,1204.2743361111513,221.00846208534776,0.034541786047547623,1098.935429662035,3733.1879037757462,77.40859703600654,20,3,-480.4997522608412,GRU
Transformer,5,3.205208200216293,1.0054788130078562,3.623960381746292,0.025099975150078536,0.07398389306292782,0.008312103655651633,1295.2275614785149,91.61621889514294,0.03791040744559754,820.5142926242042,3742.023370304909,108.45135583795127,20,4,-389.5465268934777,Transformer
1D-CNN,5,5.863673079013824,1.1100900187707239,6.7737161874771115,0.04736057622358203,0.09992440997807044,0.03454594718021399,1614.3256803746879,577.9912651387972,0.04689765060335495,901.5353472607894,6758.5211901752045,44.11745038163281,20,3,-70.44840799730468,1D-CNN
FNN,5,3.6449061751365663,0.4840710982300141,4.461421501636505,0.02928780154325068,0.10528980827149656,0.024313980250453303,1684.7740883719925,474.711161753269,0.04775783025761752,1400.821787141418,4664.36186226549,353.2374288890751,20,3,0.0,FNN
