stage,model,variant,feature_variant,shape_variant,seed,epochs,test_case,file_name,pressure_mae,pressure_rmse,pressure_mape,wear_mae_um,predicted_life,true_life,life_abs_error,life_rel_error,native_actual_step,used_actual_step,feature_name,feature_columns,description,shape_name,shape_mono_lambda,shape_slow_lambda,shape_mono_tolerance_ratio
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260427,1600,Run25.xlsx,Run25.csv,4.059185028076172,6.221333980560303,0.024164510890841484,0.05576410940896016,23165.02828656915,22834.36330453385,330.66498203530136,0.014481024831975348,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260427,1600,Run11.xlsx,Run11.csv,4.382465362548828,5.050667762756348,0.046837110072374344,0.029444382956716437,24296.213057853693,23918.706127369696,377.50693048399626,0.01578291603541308,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260427,1600,Run4.xlsx,Run4.csv,9.666614532470703,10.839808464050293,0.0586332269012928,0.053298091009516976,39122.52820438794,38722.98916828896,399.53903609898407,0.01031787691705822,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260427,1600,Run28.xlsx,Run28.csv,9.189382553100586,9.807000160217285,0.10854670405387878,0.23670474021775084,35690.70781660922,42449.22900678442,6758.5211901752045,0.1592142271675895,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260428,1600,Run25.xlsx,Run25.csv,3.6043736934661865,4.411680698394775,0.0256632212549448,0.06345127982666345,22535.159320995717,22834.36330453385,299.2039835381329,0.013103233032940524,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260428,1600,Run11.xlsx,Run11.csv,4.757307529449463,5.647868633270264,0.04125140607357025,0.034333615713099695,23874.588676988064,23918.706127369696,44.11745038163281,0.0018444747866670802,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260428,1600,Run4.xlsx,Run4.csv,3.708768844604492,3.949246644973755,0.022217387333512306,0.03546047261639091,38260.4026894498,38722.98916828896,462.58647883915546,0.011946042616409813,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260428,1600,Run28.xlsx,Run28.csv,3.808006525039673,4.2529706954956055,0.04372631385922432,0.04259457816475885,40698.829925859376,42449.22900678442,1750.3990809250463,0.04123512068135065,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260429,1600,Run25.xlsx,Run25.csv,5.757474422454834,6.216040134429932,0.04192188009619713,0.17052197285337944,24918.49581956842,22834.36330453385,2084.132515034569,0.09127175946354313,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260429,1600,Run11.xlsx,Run11.csv,8.13363265991211,8.672466278076172,0.07653026282787323,0.12497474992648841,25445.71295316971,23918.706127369696,1527.0068258000138,0.06384153129640614,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260429,1600,Run4.xlsx,Run4.csv,6.96570348739624,7.553709506988525,0.039717189967632294,0.0811735172061054,37874.72494175581,38722.98916828896,848.2642265331451,0.021905959347472224,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,1D-CNN,1D-CNN,M1_0_5d_baseline,S0_no_shape_loss,20260429,1600,Run28.xlsx,Run28.csv,3.534050941467285,4.448704242706299,0.041208863258361816,0.10138576050956032,39500.492222115754,42449.22900678442,2948.7367846686684,0.06946502571807342,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260425,1600,Run25.xlsx,Run25.csv,1.349890947341919,2.0112342834472656,0.008730730041861534,0.07161347564879214,22270.28207920074,22834.36330453385,564.0812253331096,0.024703172924515446,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260425,1600,Run11.xlsx,Run11.csv,1.4385740756988525,1.8347835540771484,0.013705543242394924,0.10107781435966216,22709.764989819494,23918.706127369696,1208.9411375502023,0.05054375145179091,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260425,1600,Run4.xlsx,Run4.csv,1.851043939590454,2.7762670516967773,0.00949602946639061,0.09197954301903605,37336.565762180646,38722.98916828896,1386.4234061083116,0.03580362559519764,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260425,1600,Run28.xlsx,Run28.csv,1.2561007738113403,1.5585341453552246,0.014664472080767155,0.06147440970634123,40523.4887368154,42449.22900678442,1925.740269969021,0.0453657301917366,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260426,1600,Run25.xlsx,Run25.csv,2.852828025817871,3.344608783721924,0.021914077922701836,0.042453847261862264,22942.8146603718,22834.36330453385,108.45135583795127,0.0047494801756271365,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260426,1600,Run11.xlsx,Run11.csv,1.5211354494094849,1.823348879814148,0.014771896414458752,0.10603169848039133,22683.8611051187,23918.706127369696,1234.8450222509964,0.05162674835650863,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260426,1600,Run4.xlsx,Run4.csv,8.1980562210083,8.517041206359863,0.046320829540491104,0.042569488643638076,39373.50353870609,38722.98916828896,650.5143704171351,0.016799177552900654,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260426,1600,Run28.xlsx,Run28.csv,3.37424373626709,3.807344436645508,0.03987950459122658,0.12804243052673578,38707.20563647951,42449.22900678442,3742.023370304909,0.0881529172109779,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260427,1600,Run25.xlsx,Run25.csv,3.5827717781066895,4.507278919219971,0.02228115126490593,0.08938872236916459,22154.59733091354,22834.36330453385,679.7659736203095,0.029769429721096686,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260427,1600,Run11.xlsx,Run11.csv,1.484334111213684,2.0088582038879395,0.016177598387002945,0.062363868926627236,23172.977871208735,23918.706127369696,745.7282561609609,0.03117761689072466,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260427,1600,Run4.xlsx,Run4.csv,6.186819553375244,6.3342390060424805,0.03732555732131004,0.010437995270942973,38923.43557031672,38722.98916828896,200.44640202775918,0.005176418616771167,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260427,1600,Run28.xlsx,Run28.csv,3.7443723678588867,4.120779037475586,0.043703481554985046,0.08333684358683327,39344.587053171774,42449.22900678442,3104.6419536126486,0.0731377701375083,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260428,1600,Run25.xlsx,Run25.csv,1.4281747341156006,1.9701645374298096,0.009424673393368721,0.05293854522640935,22519.221584478106,22834.36330453385,315.1417200557444,0.01380120460784522,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260428,1600,Run11.xlsx,Run11.csv,2.421340227127075,2.808717727661133,0.022264521569013596,0.13157811802500027,22312.057422653073,23918.706127369696,1606.648704716623,0.06717122139304044,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260428,1600,Run4.xlsx,Run4.csv,5.850172996520996,6.055820465087891,0.03534897044301033,0.011126600244704759,38891.25652944359,38722.98916828896,168.26736115463427,0.004345412499622623,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260428,1600,Run28.xlsx,Run28.csv,3.2544991970062256,3.651406764984131,0.03523731604218483,0.11342838047707615,39455.67813406436,42449.22900678442,2993.550872720065,0.0705207360124638,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260429,1600,Run25.xlsx,Run25.csv,1.1798368692398071,1.502280592918396,0.008709121495485306,0.04525665044855037,22653.770894890356,22834.36330453385,180.59240964349374,0.007908799874776294,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260429,1600,Run11.xlsx,Run11.csv,1.0812815427780151,1.3968549966812134,0.011465017683804035,0.06626523172281498,23023.40579828225,23918.706127369696,895.3003290874476,0.03743096822712218,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260429,1600,Run4.xlsx,Run4.csv,8.034708023071289,8.165127754211426,0.04619339108467102,0.03094073398961636,39268.497289699226,38722.98916828896,545.5081214102684,0.014087448648127507,326.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
01_五模型基准对比,Transformer,Transformer,M1_0_5d_baseline,S0_no_shape_loss,20260429,1600,Run28.xlsx,Run28.csv,4.013979434967041,4.284517288208008,0.04438561946153641,0.13737346332435701,38801.290039195716,42449.22900678442,3647.938967588707,0.08593651882359694,543.0,250.0,legacy_5d,F|D|Cr|actual_cycle|wear_depth,五模型原始 5 维基准,none,0.0,0.0,0.0
