Step_Time,CPRESS,CWEAR
0.000875000027008,1.2673200000e+02,6.9963300000e-07
0.0035468749702,1.2657900000e+02,3.0025800000e-06
0.0125644532964,1.2648800000e+02,1.0765400000e-05
0.0429987795651,1.2587700000e+02,3.6844600000e-05
0.102998778224,1.2427000000e+02,8.7721600000e-05
0.162998780608,1.2262500000e+02,1.3790700000e-04
0.222998782992,1.2116400000e+02,1.8749200000e-04
0.282998770475,1.2005600000e+02,2.2500300000e-04
0.34299877286,1.1864700000e+02,2.7353000000e-04
0.402998775244,1.1716200000e+02,3.2146600000e-04
0.462998777628,1.1574100000e+02,3.6884600000e-04
0.52299875021,1.1428400000e+02,4.1564900000e-04
0.582998752594,1.1313100000e+02,4.6188900000e-04
0.642998754978,1.1191900000e+02,5.0753600000e-04
0.702998757362,1.1058700000e+02,5.5273800000e-04
0.762998759747,1.0945300000e+02,5.8702200000e-04
0.822998762131,1.0828700000e+02,6.3134900000e-04
0.882998764515,1.0702400000e+02,6.7510500000e-04
0.942998766899,1.0590300000e+02,7.1841800000e-04
1.00299882889,1.0443400000e+02,7.6123400000e-04
1.06299877167,1.0343300000e+02,8.0357600000e-04
1.12299883366,1.0232400000e+02,8.4536700000e-04
1.18299877644,1.0132100000e+02,8.8668700000e-04
1.24299883842,1.0050600000e+02,9.2772800000e-04
1.3029987812,9.9581100000e+01,9.5881600000e-04
1.36299872398,9.8434400000e+01,9.9901800000e-04
1.42299878597,9.7348800000e+01,1.0388600000e-03
1.48299872875,9.6269800000e+01,1.0782900000e-03
1.54299879074,9.5463500000e+01,1.1173000000e-03
1.60299873352,9.4525900000e+01,1.1558900000e-03
1.66299879551,9.3763700000e+01,1.1942200000e-03
1.72299873829,9.3129600000e+01,1.2322300000e-03
1.78299880028,9.2482300000e+01,1.2611000000e-03
1.84299874306,9.1406000000e+01,1.2984800000e-03
1.90299880505,9.0375700000e+01,1.3354100000e-03
1.96299874783,8.9458600000e+01,1.3719900000e-03
2.02299880981,8.8498700000e+01,1.4081800000e-03
2.08299875259,8.7871600000e+01,1.4440200000e-03
2.14299869537,8.7261700000e+01,1.4796000000e-03
2.20299887657,8.6544800000e+01,1.5149000000e-03
2.24799871445,8.6018600000e+01,1.5412000000e-03
2.28362369537,8.5662200000e+01,1.5595400000e-03
2.34362387657,8.4822400000e+01,1.5942100000e-03
2.40362381935,8.4004400000e+01,1.6285300000e-03
2.46362376213,8.3193200000e+01,1.6624900000e-03
2.52362370491,8.2438800000e+01,1.6961900000e-03
2.58362388611,8.2020700000e+01,1.7296900000e-03
2.64362382889,8.1553400000e+01,1.7629400000e-03
2.70362377167,8.1091500000e+01,1.7959600000e-03
2.74862384796,8.0869900000e+01,1.8206500000e-03
2.78424882889,8.0368200000e+01,1.8385800000e-03
2.84424877167,7.9595200000e+01,1.8711000000e-03
2.90424871445,7.8792100000e+01,1.9032600000e-03
2.96424889565,7.8042100000e+01,1.9351000000e-03
3.02424883842,7.7368300000e+01,1.9666900000e-03
3.0842487812,7.6998100000e+01,1.9980600000e-03
3.14424872398,7.6555400000e+01,2.0292700000e-03
3.20424866676,7.6216300000e+01,2.0603000000e-03
3.24924874306,7.5996400000e+01,2.0834700000e-03
3.28487372398,7.5571700000e+01,2.1009300000e-03
3.34487366676,7.4941400000e+01,2.1315300000e-03
3.40487384796,7.4243300000e+01,2.1618300000e-03
3.46487379074,7.3662000000e+01,2.1918600000e-03
3.52487373352,7.3257700000e+01,2.2217000000e-03
3.5848736763,7.2829100000e+01,2.2514600000e-03
3.6448738575,7.2606600000e+01,2.2810700000e-03
3.70487380028,7.2527600000e+01,2.3105500000e-03
3.74987387657,7.2429700000e+01,2.3326300000e-03
3.7854988575,7.1901400000e+01,2.3498800000e-03
3.84549880028,7.1331900000e+01,2.3790100000e-03
3.90549874306,7.2000000000e+01,2.4078500000e-03
3.96549868584,7.3000000000e+01,2.4364200000e-03
4.02549886703,7.4000000000e+01,2.4647900000e-03
4.08549880981,7.5000000000e+01,2.4930200000e-03
4.14549875259,7.6000000000e+01,2.5211300000e-03
4.20549869537,7.7000000000e+01,2.5491400000e-03
4.25049877167,7.8000000000e+01,2.5696400000e-03
4.28612375259,7.9000000000e+01,2.5861800000e-03
4.34612369537,8.0000000000e+01,2.6139200000e-03
