Step_Time,CPRESS,CWEAR
0.000875000027008,2.8770400000e+02,1.4048700000e-06
0.0035468749702,2.8790700000e+02,6.5441500000e-06
0.0125644532964,2.8792100000e+02,2.3929300000e-05
0.0429987795651,2.8644900000e+02,8.2382100000e-05
0.102998778224,2.8348700000e+02,1.9674000000e-04
0.162998780608,2.8061300000e+02,3.0990200000e-04
0.222998782992,2.7810200000e+02,4.2184400000e-04
0.282998770475,2.7604200000e+02,5.0645500000e-04
0.34299877286,2.7306700000e+02,6.1654300000e-04
0.402998775244,2.7063000000e+02,7.2566500000e-04
0.462998777628,2.6778800000e+02,8.3369100000e-04
0.52299875021,2.6576300000e+02,9.4069800000e-04
0.582998752594,2.6306100000e+02,1.0467400000e-03
0.642998754978,2.6081400000e+02,1.1517900000e-03
0.702998757362,2.5830700000e+02,1.2559500000e-03
0.762998759747,2.5649900000e+02,1.3345800000e-03
0.822998762131,2.5443100000e+02,1.4371900000e-03
0.882998764515,2.5228500000e+02,1.5387600000e-03
0.942998766899,2.4996900000e+02,1.6394500000e-03
1.00299882889,2.4741300000e+02,1.7391700000e-03
1.06299877167,2.4535200000e+02,1.8381400000e-03
1.12299883366,2.4345000000e+02,1.9360700000e-03
1.18299877644,2.4133000000e+02,2.0333300000e-03
1.24299883842,2.3958900000e+02,2.1296600000e-03
1.3029987812,2.3785500000e+02,2.2026700000e-03
1.36299872398,2.3607000000e+02,2.2976400000e-03
1.42299878597,2.3379400000e+02,2.3919600000e-03
1.48299872875,2.3196300000e+02,2.4853100000e-03
1.54299879074,2.3009200000e+02,2.5780600000e-03
1.60299873352,2.2828600000e+02,2.6699900000e-03
1.66299879551,2.2671600000e+02,2.7612800000e-03
1.72299873829,2.2542100000e+02,2.8518500000e-03
1.78299880028,2.2409500000e+02,2.9205600000e-03
1.84299874306,2.2198000000e+02,3.0099900000e-03
1.90299880505,2.2021500000e+02,3.0987500000e-03
1.96299874783,2.1833500000e+02,3.1867300000e-03
2.02299880981,2.1691800000e+02,3.2740400000e-03
2.08299875259,2.1522000000e+02,3.3606900000e-03
2.14299869537,2.1376300000e+02,3.4467200000e-03
2.20299887657,2.1237400000e+02,3.5321900000e-03
2.26299881935,2.1137800000e+02,3.5969300000e-03
2.32299876213,2.0985600000e+02,3.6815000000e-03
2.38299870491,2.0839800000e+02,3.7653600000e-03
2.44299888611,2.0691000000e+02,3.8486300000e-03
2.50299882889,2.0519200000e+02,3.9312600000e-03
2.56299877167,2.0410800000e+02,4.0134600000e-03
2.62299871445,2.0292400000e+02,4.0949800000e-03
2.68299889565,2.0165800000e+02,4.1761600000e-03
2.74299883842,2.0093600000e+02,4.2568000000e-03
2.8029987812,1.9968900000e+02,4.3181000000e-03
2.86299872398,1.9836100000e+02,4.3978600000e-03
2.92299866676,1.9679400000e+02,4.4771800000e-03
2.98299884796,1.9544900000e+02,4.5557800000e-03
3.04299879074,1.9413100000e+02,4.6340000000e-03
3.10299873352,1.9304800000e+02,4.7116500000e-03
3.1629986763,1.9203700000e+02,4.7889100000e-03
3.2229988575,1.9141800000e+02,4.8657000000e-03
3.28299880028,1.9062300000e+02,4.9241500000e-03
3.34299874306,1.8918600000e+02,5.0003000000e-03
3.40299868584,1.8795800000e+02,5.0760100000e-03
3.46299886703,1.8678600000e+02,5.1511900000e-03
3.52299880981,1.8588700000e+02,5.2259500000e-03
3.58299875259,1.8493800000e+02,5.3003200000e-03
3.64299869537,1.8406900000e+02,5.3743200000e-03
3.70299887657,1.8352300000e+02,5.4480300000e-03
3.76299881935,1.8305700000e+02,5.5040200000e-03
3.82299876213,1.8187100000e+02,5.5772600000e-03
3.88299870491,1.8072300000e+02,5.6499700000e-03
3.94299888611,1.7967900000e+02,5.7222300000e-03
