sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim,source_file,stress_source
0.0,0,76.4,500.0,8.0,0.008,0.0,210.0,4e-06,试验1.xlsx,measured_cpress
0.345625013,7514,76.4,500.0,8.0,0.008,0.000477,210.0,4e-06,试验1.xlsx,measured_cpress
0.745625019,16209,61.7,500.0,8.0,0.008,0.000931,210.0,4e-06,试验1.xlsx,measured_cpress
1.145624995,24905,52.1,500.0,8.0,0.008,0.0013,210.0,4e-06,试验1.xlsx,measured_cpress
1.545624971,33601,46.3,500.0,8.0,0.008,0.00162,210.0,4e-06,试验1.xlsx,measured_cpress
1.945624948,42296,42.5,500.0,8.0,0.008,0.00191,210.0,4e-06,试验1.xlsx,measured_cpress
2.345624924,50992,40.0,500.0,8.0,0.008,0.00218,210.0,4e-06,试验1.xlsx,measured_cpress
2.745625019,59688,38.7,500.0,8.0,0.008,0.00244,210.0,4e-06,试验1.xlsx,measured_cpress
3.145625114,68383,37.2,500.0,8.0,0.008,0.00268,210.0,4e-06,试验1.xlsx,measured_cpress
3.545624971,77079,36.2,500.0,8.0,0.008,0.00292,210.0,4e-06,试验1.xlsx,measured_cpress
3.945625067,85774,35.3,500.0,8.0,0.008,0.00315,210.0,4e-06,试验1.xlsx,measured_cpress
4.345624924,94470,34.5,500.0,8.0,0.008,0.00337,210.0,4e-06,试验1.xlsx,measured_cpress
4.745625019,103166,34.1,500.0,8.0,0.008,0.0036,210.0,4e-06,试验1.xlsx,measured_cpress
5.145625114,111861,33.3,500.0,8.0,0.008,0.00382,210.0,4e-06,试验1.xlsx,measured_cpress
5.54562521,120557,32.9,500.0,8.0,0.008,0.00403,210.0,4e-06,试验1.xlsx,measured_cpress
5.945624828,129253,32.5,500.0,8.0,0.008,0.00424,210.0,4e-06,试验1.xlsx,measured_cpress
6.345624924,137948,32.0,500.0,8.0,0.008,0.00445,210.0,4e-06,试验1.xlsx,measured_cpress
6.745625019,146644,32.1,500.0,8.0,0.008,0.00466,210.0,4e-06,试验1.xlsx,measured_cpress
7.145625114,155340,31.4,500.0,8.0,0.008,0.00487,210.0,4e-06,试验1.xlsx,measured_cpress
7.54562521,164035,31.2,500.0,8.0,0.008,0.00507,210.0,4e-06,试验1.xlsx,measured_cpress
