model,variant,test_case,seed,epochs,pressure_mae,pressure_rmse,pressure_mape,wear_mae_um,predicted_life,true_life,life_abs_error,life_rel_error,native_actual_step,used_actual_step,stage,candidate,test_files
Transformer,T3_R1_plus_slow,Run28.xlsx,20260521,1600,2.3659720420837402,2.793286085128784,0.02520691603422165,0.024887550188498274,41980.877195210815,42449.22900678442,468.35181157360785,0.011033223041548147,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
Transformer,T3_R1_plus_slow,Run4.xlsx,20260521,1600,3.6218950748443604,3.8239433765411377,0.021250640973448753,0.027242740778016614,38371.35535107743,38722.98916828896,351.63381721152837,0.009080750860511782,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
FNN,T0_baseline_5d,Run11.xlsx,20260421,1600,2.8690454959869385,3.4862914085388184,0.02616000734269619,0.028761244150138348,23429.157480914717,23918.706127369696,489.54864645497946,0.020467187641675932,326.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
FNN,T0_baseline_5d,Run25.xlsx,20260421,1600,2.2149136066436768,2.6351935863494873,0.016294041648507118,0.03773143627508214,22948.544311799244,22834.36330453385,114.18100726539342,0.005000402496124004,543.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
FNN,T0_baseline_5d,Run30.xlsx,20260421,1600,2.41947603225708,2.8138978481292725,0.014837405644357204,0.05551702586075179,23023.864338885654,23723.808846679636,699.9445077939818,0.02950388414935932,435.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
FNN,T0_baseline_5d,Run4.xlsx,20260421,1600,5.516001224517822,6.701008319854736,0.03143728896975517,0.16092426461541048,35578.24418303439,38722.98916828896,3144.7449852545687,0.081211317948302,326.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
GRU,T0_baseline_5d,Run11.xlsx,20260421,1600,1.1630232334136963,1.4422179460525513,0.012092179618775845,0.06536337392295144,23005.158998877665,23918.706127369696,913.5471284920313,0.03819383555395071,326.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
GRU,T0_baseline_5d,Run25.xlsx,20260421,1600,1.9193286895751953,2.3705639839172363,0.01341375894844532,0.04276214636641328,22729.48773432391,22834.36330453385,104.87557020994063,0.004592883489294278,543.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
GRU,T0_baseline_5d,Run30.xlsx,20260421,1600,1.283839225769043,1.603339433670044,0.0077166748233139515,0.03922625482246244,23259.001292871642,23723.808846679636,464.8075538079938,0.019592450639436335,435.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
GRU,T0_baseline_5d,Run4.xlsx,20260421,1600,3.579944133758545,4.092048168182373,0.022532468661665916,0.04997972720972242,38145.3187958316,38722.98916828896,577.6703724573599,0.014918021177208755,326.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
LSTM,T0_baseline_5d,Run11.xlsx,20260421,1600,1.5860542058944702,2.0048577785491943,0.015964072197675705,0.053069014098412685,23226.333044941053,23918.706127369696,692.3730824286431,0.028946928765363877,326.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
LSTM,T0_baseline_5d,Run25.xlsx,20260421,1600,1.613103985786438,1.9743787050247192,0.012034974992275238,0.044359709421864756,22632.721354394485,22834.36330453385,201.64195013936478,0.008830635978333935,543.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
LSTM,T0_baseline_5d,Run30.xlsx,20260421,1600,5.32658052444458,5.55471658706665,0.03325922414660454,0.08693720684006466,22504.03333457337,23723.808846679636,1219.7755121062655,0.05141566938046646,435.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
LSTM,T0_baseline_5d,Run4.xlsx,20260421,1600,5.183578014373779,5.295755386352539,0.031013205647468567,0.0180409161528207,38622.66039558665,38722.98916828896,100.32877270230529,0.002590935639453851,326.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
1D-CNN,T0_baseline_5d,Run11.xlsx,20260421,1600,2.8418123722076416,3.1777913570404053,0.030050184577703476,0.02117910199227667,23825.707963130495,23918.706127369696,92.99816423920129,0.003888093433816027,326.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
1D-CNN,T0_baseline_5d,Run25.xlsx,20260421,1600,4.529621124267578,5.290740966796875,0.029466889798641205,0.11395051440913888,24092.24550710162,22834.36330453385,1257.8822025677691,0.05508724661125155,543.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
1D-CNN,T0_baseline_5d,Run30.xlsx,20260421,1600,7.095372676849365,7.6396260261535645,0.04046141728758812,0.11083559582821838,22448.243079359276,23723.808846679636,1275.5657673203605,0.05376732613063891,435.0,250.0,stage3_formal,Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv
