candidate,test_files,runs,F_values,D_values,Cr_values,lifes,native_steps,max_native_step,coarse_step_count,max_life,min_life,life_ratio,duplicate_F_Cr,has_Run30_Run24_conflict,explainability_penalty,baseline_transformer_rank,baseline_transformer_life_error,T3_rank_vs_baseline_models,T3_life_error,best_model,best_variant,best_life_error,gap_to_best_pct,stage2_pass,baseline_transformer_not_last,epochs
Run4_Run30_Run8_Run11,Run4.csv;Run30.csv;Run8.csv;Run11.csv,Run4;Run30;Run8;Run11,2160;4000;2150;4500,8;13;16;22,0.008;0.02;0.03;0.04,39038;24111;41554;24038,326;435;652;326,652.0,0,41554.0,24038.0,1.7286795906481405,0,0,0,4,1237.7581415946488,2,847.1531040159916,LSTM,T0_baseline_5d,792.9508423315447,0.06835513475851027,1,1,800
Run4_Run28_Run8_Run11,Run4.csv;Run28.csv;Run8.csv;Run11.csv,Run4;Run28;Run8;Run11,2160;2150;2150;4500,8;13;16;22,0.008;0.02;0.03;0.04,39038;42639;41554;24038,326;543;652;326,652.0,0,42639.0,24038.0,1.7738164572759798,0,0,0,1,662.3942999150831,2,741.6424296102205,Transformer,T0_baseline_5d,662.3942999150831,0.11963890647201626,0,1,800
Run4_Run30_Run25_Run11,Run4.csv;Run30.csv;Run25.csv;Run11.csv,Run4;Run30;Run25;Run11,2160;4000;4000;4500,8;13;16;22,0.008;0.02;0.03;0.04,39038;24111;23074;24038,326;435;543;326,543.0,0,39038.0,23074.0,1.6918609690560804,0,0,0,2,785.1559677320274,1,508.3775343840862,Transformer,T3_R1_plus_slow,508.3775343840862,0.0,1,1,800
Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv,Run4;Run28;Run25;Run11,2160;2150;4000;4500,8;13;16;22,0.008;0.02;0.03;0.04,39038;42639;23074;24038,326;543;543;326,543.0,0,42639.0,23074.0,1.8479240703822484,0,0,0,2,1147.9359033567825,1,456.5911117960095,Transformer,T3_R1_plus_slow,456.5911117960095,0.0,1,1,800
Run4_Run28_Run24_Run11,Run4.csv;Run28.csv;Run24.csv;Run11.csv,Run4;Run28;Run24;Run11,2160;2150;4000;4500,8;13;16;22,0.008;0.02;0.02;0.04,39038;42639;27965;24038,326;543;543;326,543.0,0,42639.0,24038.0,1.7738164572759798,0,0,0,3,1464.1852769106026,3,1003.4575587061163,GRU,T0_baseline_5d,952.0814671267581,0.05396186498031908,1,1,800
Run4_Run28_Run24_Run22,Run4.csv;Run28.csv;Run24.csv;Run22.csv,Run4;Run28;Run24;Run22,2160;2150;4000;3000,8;13;16;22,0.008;0.02;0.02;0.04,39038;42639;27965;34192,326;543;543;1087,1087.0,1,42639.0,27965.0,1.5247273377436081,0,0,1,3,966.3150779947664,1,446.44043786946077,Transformer,T3_R1_plus_slow,446.44043786946077,0.0,1,1,800
Run4_Run30_Run8_Run22,Run4.csv;Run30.csv;Run8.csv;Run22.csv,Run4;Run30;Run8;Run22,2160;4000;2150;3000,8;13;16;22,0.008;0.02;0.03;0.04,39038;24111;41554;34192,326;435;652;1087,1087.0,1,41554.0,24111.0,1.723445730164655,0,0,1,3,1111.9507599792914,1,575.2906923997007,Transformer,T3_R1_plus_slow,575.2906923997007,0.0,1,1,800
Run4_Run28_Run8_Run22,Run4.csv;Run28.csv;Run8.csv;Run22.csv,Run4;Run28;Run8;Run22,2160;2150;2150;3000,8;13;16;22,0.008;0.02;0.03;0.04,39038;42639;41554;34192,326;543;652;1087,1087.0,1,42639.0,34192.0,1.2470460926532523,0,0,1,5,1879.3302913536045,2,1006.1743769167851,LSTM,T0_baseline_5d,502.2468596456674,1.0033462780168223,0,0,800
