round_id,test_case,pressure_mae,pressure_rmse,pressure_mape,wear_mae_um,predicted_life,true_life,life_abs_error,life_rel_error,actual_epochs,best_score,final_lr,validation_mode,validation_file
baseline_seq6,Run11.xlsx,1.0798691511154175,1.3238691091537476,0.011963681317865849,0.08446647066079906,22733.590369607125,23918.706127369696,1185.1157577625709,0.04954765326567839,1200.0,0.00018327230645809323,0.001,no_validation,
baseline_seq6,Run4.xlsx,3.1622731685638428,3.6380703449249268,0.01992964744567871,0.04886475906883209,38180.87779526141,38722.98916828896,542.1113730275465,0.013999729480375252,1200.0,0.00018327230645809323,0.001,no_validation,
baseline_seq6,Run8.xlsx,1.9355252981185913,2.3194327354431152,0.02191418595612049,0.14247640433262557,38281.697034900775,41489.80405662315,3208.107021722375,0.07732278073292695,1200.0,0.00018327230645809323,0.001,no_validation,
baseline_seq6,Run10.xlsx,4.399593353271484,4.654727458953857,0.07925085723400116,0.23854749688004132,59774.956743913724,71205.57050271094,11430.613758797212,0.1605297686416546,1200.0,0.00018327230645809323,0.001,no_validation,
