model,variant,test_case,seed,epochs,pressure_mae,pressure_rmse,pressure_mape,wear_mae_um,predicted_life,true_life,life_abs_error,life_rel_error,native_actual_step,used_actual_step,stage,candidate,test_files
T0_baseline_5d,T0_baseline_5d,Run11.xlsx,20260421,1600,1.2355592250823977,1.7414331436157229,0.0138653190806508,0.0675159091185605,23174.080935899958,23918.706127369696,744.6251914697423,0.0311314996515502,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T0_baseline_5d,T0_baseline_5d,Run25.xlsx,20260421,1600,3.000363349914551,3.544759511947632,0.020064078271389,0.0770042172791487,22248.73133284668,22834.36330453385,585.6319716871694,0.0256469586594906,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T0_baseline_5d,T0_baseline_5d,Run28.xlsx,20260421,1600,2.24017071723938,2.58647084236145,0.0255226213485002,0.0808370065228918,39934.00167937511,42449.22900678442,2515.227327409309,0.0592526033160063,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T0_baseline_5d,T0_baseline_5d,Run4.xlsx,20260421,1600,2.6876766681671143,3.5994443893432617,0.0141646768897771,0.1165414302106093,36944.94414787016,38722.98916828896,1778.0450204187946,0.0459170394282183,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T1_R1_only,T1_R1_only,Run11.xlsx,20260521,1600,1.2745016813278198,1.489362359046936,0.0127761615440249,0.093700819967237,22792.179447010283,23918.706127369696,1126.5266803594131,0.0470981446220601,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T1_R1_only,T1_R1_only,Run25.xlsx,20260521,1600,3.88311767578125,4.505467414855957,0.0258355308324098,0.0872166033532726,22171.626677838205,22834.36330453385,662.7366266956451,0.0290236525475644,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T1_R1_only,T1_R1_only,Run28.xlsx,20260521,1600,2.0026588439941406,2.5345048904418945,0.0199935548007488,0.0715177212750434,40626.52202470078,42449.22900678442,1822.7069820836405,0.0429385179597096,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T1_R1_only,T1_R1_only,Run4.xlsx,20260521,1600,2.1774919033050537,2.860793352127075,0.0121698305010795,0.0488094223392668,37881.71776988974,38722.98916828896,841.2713983992144,0.0217253733884818,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T2_slow_only_5d,T2_slow_only_5d,Run11.xlsx,20260521,1600,1.7278660535812378,2.227785348892212,0.0185527820140123,0.0470453537756286,23351.951864967203,23918.706127369696,566.7542624024936,0.0236950217701771,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T2_slow_only_5d,T2_slow_only_5d,Run25.xlsx,20260521,1600,2.3163836002349854,2.829596757888794,0.0159677937626838,0.0362902302792654,22880.43393830543,22834.36330453385,46.07063377157829,0.0020176009795916,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T2_slow_only_5d,T2_slow_only_5d,Run28.xlsx,20260521,1600,2.024040937423706,2.441813468933105,0.023575585335493,0.0579371579660846,40476.11477648981,42449.22900678442,1973.11423029461,0.0464817448151828,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T2_slow_only_5d,T2_slow_only_5d,Run4.xlsx,20260521,1600,1.415817379951477,2.1676037311553955,0.0075255329720675,0.0941536203930771,37200.025108635775,38722.98916828896,1522.9640596531826,0.0393297132366105,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T3_R1_plus_slow,T3_R1_plus_slow,Run11.xlsx,20260521,1600,2.059727668762207,2.4794514179229736,0.0190855748951435,0.0966743794347693,22857.91737859112,23918.706127369696,1060.7887487785774,0.0443497546702469,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T3_R1_plus_slow,T3_R1_plus_slow,Run25.xlsx,20260521,1600,3.445187568664551,4.126769542694092,0.0248269587755203,0.0430828809273636,22648.39114784259,22834.36330453385,185.97215669125944,0.0081443986070911,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T3_R1_plus_slow,T3_R1_plus_slow,Run28.xlsx,20260521,1600,2.36597204208374,2.793286085128784,0.0252069160342216,0.0248875501884982,41980.877195210815,42449.22900678442,468.3518115736079,0.0110332230415481,543.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
T3_R1_plus_slow,T3_R1_plus_slow,Run4.xlsx,20260521,1600,3.62189507484436,3.8239433765411377,0.0212506409734487,0.0272427407780166,38371.35535107743,38722.98916828896,351.6338172115284,0.0090807508605117,326.0,250.0,stage3_formal,Run4_Run28_Run25_Run11,Run4.csv;Run28.csv;Run25.csv;Run11.csv
