candidate,test_files,baseline_transformer_rank,baseline_transformer_life_error,enhanced_transformer_rank,enhanced_transformer_life_error,enhanced_best_model,enhanced_best_life_error,hit_target,epochs
R3_Run16_Run30_Run7_Run29,Run16.csv;Run30.csv;Run7.csv;Run29.csv,3,1134.218724958006,3,934.6381768538417,LSTM,706.7923323458003,0,300
R3_Run16_Run30_Run8_Run29,Run16.csv;Run30.csv;Run8.csv;Run29.csv,4,1544.4760822902635,1,719.1958599605778,Transformer,719.1958599605778,0,300
R3_Run16_Run30_Run25_Run29,Run16.csv;Run30.csv;Run25.csv;Run29.csv,1,1137.5303626575533,4,1639.714187027328,GRU,681.4914364359893,0,300
R3_Run16_Run30_Run26_Run29,Run16.csv;Run30.csv;Run26.csv;Run29.csv,2,1438.1671426912144,1,712.3289828343604,Transformer,712.3289828343604,1,300
R3_Run16_Run30_Run6_Run29,Run16.csv;Run30.csv;Run6.csv;Run29.csv,3,1827.539848841111,5,1340.1045203194199,FNN,925.9412497649482,0,300
R3_Run15_Run30_Run7_Run29,Run15.csv;Run30.csv;Run7.csv;Run29.csv,2,1227.7487164872346,3,1962.4938416625278,LSTM,467.12441020007145,0,300
R3_Run15_Run30_Run25_Run29,Run15.csv;Run30.csv;Run25.csv;Run29.csv,3,2064.594867863274,3,1305.095201301193,GRU,995.2100242452116,0,300
R3_Run15_Run30_Run24_Run29,Run15.csv;Run30.csv;Run24.csv;Run29.csv,2,2153.8030667552985,3,1223.6600539550673,FNN,480.0316299105216,0,300
R3_Run16_Run28_Run7_Run29,Run16.csv;Run28.csv;Run7.csv;Run29.csv,4,1513.5841563828053,3,1784.1863727289306,GRU,500.90719744468197,0,300
R3_Run16_Run28_Run8_Run29,Run16.csv;Run28.csv;Run8.csv;Run29.csv,5,2103.463621211011,2,888.1996173122498,GRU,419.63972415409535,0,300
R3_Run16_Run28_Run24_Run29,Run16.csv;Run28.csv;Run24.csv;Run29.csv,4,1117.970997733314,1,681.008549414234,Transformer,681.008549414234,0,300
R3_Run16_Run20_Run24_Run29,Run16.csv;Run20.csv;Run24.csv;Run29.csv,3,638.4431477650364,4,761.050989031899,FNN,578.1463540795335,0,300
