variant,model,test_case,pressure_mae,wear_mae_um,predicted_life,true_life,life_abs_error,native_actual_step,used_actual_step,candidate,test_files
baseline_5d,FNN,Run11.xlsx,7.033966541290283,0.07256968168439608,25005.315833816392,23918.706127369696,1086.6097064466958,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,FNN,Run16.xlsx,8.330166816711426,0.04653364717047068,31302.307309706997,31328.193563571127,25.886253864129685,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,FNN,Run28.xlsx,3.1389503479003906,0.08570440807328322,39904.06449572041,42449.22900678442,2545.1645110640093,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,FNN,Run8.xlsx,3.9837491512298584,0.036434533562938756,42082.29800949661,41489.80405662315,592.4939528734612,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,GRU,Run11.xlsx,3.0586998462677,0.018950294736150994,23681.596082634915,23918.706127369696,237.1100447347817,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,GRU,Run16.xlsx,5.229662895202637,0.053528733441801736,30226.94665685106,31328.193563571127,1101.2469067200655,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,GRU,Run28.xlsx,4.701388835906982,0.0864160817736647,42193.94972502733,42449.22900678442,255.2792817570953,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,GRU,Run8.xlsx,4.7642998695373535,0.09449849679223121,42961.657840602864,41489.80405662315,1471.8537839797136,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,LSTM,Run11.xlsx,3.578859806060791,0.004945738135307445,23844.846597702934,23918.706127369696,73.85952966676268,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,LSTM,Run16.xlsx,5.662870407104492,0.08404799758891988,29680.671274732667,31328.193563571127,1647.5222888384596,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,LSTM,Run28.xlsx,6.948164939880371,0.16060213358755338,43133.63209902124,42449.22900678442,684.4030922368183,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,LSTM,Run8.xlsx,4.842116355895996,0.12095286800706632,42965.975718773654,41489.80405662315,1476.1716621505038,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,1D-CNN,Run11.xlsx,5.845433235168457,0.03955399796624091,24828.896888128722,23918.706127369696,910.1907607590256,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,1D-CNN,Run16.xlsx,24.668777465820312,0.2415858708067873,35507.23926705188,31328.193563571127,4179.045703480755,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,1D-CNN,Run28.xlsx,3.4171409606933594,0.10822345722575402,43872.83565102769,42449.22900678442,1423.6066442432711,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,1D-CNN,Run8.xlsx,3.5645856857299805,0.06796519956790081,42148.02907324275,41489.80405662315,658.2250166196027,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,Transformer,Run11.xlsx,1.7035070657730103,0.0645783444813169,22941.471040460132,23918.706127369696,977.2350869095644,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,Transformer,Run16.xlsx,1.6865416765213013,0.05837463378913353,30393.611462885343,31328.193563571127,934.5821006857841,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,Transformer,Run28.xlsx,3.379852294921875,0.059340844043670474,39880.03280892625,42449.22900678442,2569.196197858175,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
baseline_5d,Transformer,Run8.xlsx,0.8272010684013367,0.10037801525546672,38617.85339329045,41489.80405662315,2871.9506633327037,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,FNN,Run11.xlsx,2.6170108318328857,0.09094249954962705,23212.082458434823,23918.706127369696,706.6236689348734,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,FNN,Run16.xlsx,13.844766616821289,0.11540686317069357,32613.822341560637,31328.193563571127,1285.6287779895101,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,FNN,Run28.xlsx,2.241422176361084,0.02962545201134607,41361.80660644509,42449.22900678442,1087.422400339332,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,FNN,Run8.xlsx,3.8338897228240967,0.014369987944008488,41674.2227160661,41489.80405662315,184.4186594429484,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,GRU,Run11.xlsx,2.3148722648620605,0.03314609803733404,23488.454667784194,23918.706127369696,430.25145958550274,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,GRU,Run16.xlsx,2.903496503829956,0.0949480290316653,29877.8413099991,31328.193563571127,1450.3522535720258,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,GRU,Run28.xlsx,5.518177509307861,0.14380223083090748,43664.576187454564,42449.22900678442,1215.3471806701418,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,GRU,Run8.xlsx,5.063967704772949,0.09693423824175572,43027.74340150905,41489.80405662315,1537.9393448858973,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,LSTM,Run11.xlsx,1.7808245420455933,0.04751507697353062,23064.697855477512,23918.706127369696,854.008271892184,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,LSTM,Run16.xlsx,2.51967191696167,0.09169149697987575,30095.029695866855,31328.193563571127,1233.163867704272,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,LSTM,Run28.xlsx,3.2210612297058105,0.09579116621485478,43199.95750093891,42449.22900678442,750.7284941544858,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,LSTM,Run8.xlsx,5.209814548492432,0.14670294861076097,44297.90347445662,41489.80405662315,2808.099417833473,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,1D-CNN,Run11.xlsx,2.382826328277588,0.05689474646687314,23371.80000277165,23918.706127369696,546.9061245980447,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,1D-CNN,Run16.xlsx,11.707103729248047,0.09210589957272786,31709.895294163005,31328.193563571127,381.701730591878,163.0,163.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,1D-CNN,Run28.xlsx,2.8127758502960205,0.06465403181278694,43637.768490061106,42449.22900678442,1188.5394832766833,543.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,1D-CNN,Run8.xlsx,2.5770490169525146,0.05428621912543106,40592.50715607856,41489.80405662315,897.2969005445921,652.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
R1_plus_slow,Transformer,Run11.xlsx,3.121194839477539,0.022333990035109032,23672.334596338773,23918.706127369696,246.3715310309235,326.0,250.0,R2_Run16_Run28_Run8_Run11,Run16.csv;Run28.csv;Run8.csv;Run11.csv
