sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,91.119585673485,4325.0,10.0,0.03,0.0,210.0,8.464000000000001e-07
0.349087,1606,86.99552548220139,4325.0,10.0,0.03,0.00014098526422199803,210.0,8.464000000000001e-07
0.698174,3212,83.18194920889157,4325.0,10.0,0.03,0.00027558955434893125,210.0,8.464000000000001e-07
1.047261,4817,79.65759281359092,4325.0,10.0,0.03,0.0004042131289776395,210.0,8.464000000000001e-07
1.396348,6423,76.39646000111941,4325.0,10.0,0.03,0.0005274637637023806,210.0,8.464000000000001e-07
1.745435,8029,73.38084477221496,4325.0,10.0,0.03,0.0006456685933147405,210.0,8.464000000000001e-07
2.094522,9635,70.59226309470014,4325.0,10.0,0.03,0.0007592074962034818,210.0,8.464000000000001e-07
2.443609,11241,68.0136225248963,4325.0,10.0,0.03,0.0008684317512401372,210.0,8.464000000000001e-07
2.792696,12846,65.63054487492909,4325.0,10.0,0.03,0.0009736006651186866,210.0,8.464000000000001e-07
3.141783,14452,63.42545212967266,4325.0,10.0,0.03,0.001075147875214464,210.0,8.464000000000001e-07
3.49087,16058,61.386371955350526,4325.0,10.0,0.03,0.0011732832438161637,210.0,8.464000000000001e-07
3.839957,17664,59.500805932670595,4325.0,10.0,0.03,0.0012682636347583203,210.0,8.464000000000001e-07
4.189043,19270,57.757196598100435,4325.0,10.0,0.03,0.0013603265736296549,210.0,8.464000000000001e-07
4.53813,20875,56.1458217969181,4325.0,10.0,0.03,0.0014496360591326305,210.0,8.464000000000001e-07
4.887217,22481,54.654795734873886,4325.0,10.0,0.03,0.0015365079809317999,210.0,8.464000000000001e-07
5.236304,24087,53.27602303288562,4325.0,10.0,0.03,0.0016210729047154992,210.0,8.464000000000001e-07
5.585391,25693,52.001052586599975,4325.0,10.0,0.03,0.001703504515092919,210.0,8.464000000000001e-07
5.934478,27299,50.822069541347005,4325.0,10.0,0.03,0.0017839634206570296,210.0,8.464000000000001e-07
6.283565,28904,49.732500030290105,4325.0,10.0,0.03,0.001862549175338264,210.0,8.464000000000001e-07
6.632652,30510,48.72430719011251,4325.0,10.0,0.03,0.001939498050877667,210.0,8.464000000000001e-07
6.981739,32116,47.79201713713311,4325.0,10.0,0.03,0.0020148869946756275,210.0,8.464000000000001e-07
7.330826,33722,46.929915455542854,4325.0,10.0,0.03,0.0020888334477238845,210.0,8.464000000000001e-07
7.679913,35328,46.132717944933844,4325.0,10.0,0.03,0.002161446009353882,210.0,8.464000000000001e-07
8.029,36933,45.39597952842534,4325.0,10.0,0.03,0.0022327806576261187,210.0,8.464000000000001e-07
8.378087,38539,44.7142658891669,4325.0,10.0,0.03,0.0023030198287233797,210.0,8.464000000000001e-07
8.727174,40145,44.08387573012838,4325.0,10.0,0.03,0.002372204214761598,210.0,8.464000000000001e-07
9.076261,41751,43.50094511274353,4325.0,10.0,0.03,0.002440413226268884,210.0,8.464000000000001e-07
9.425348,43357,42.961900998852265,4325.0,10.0,0.03,0.002507720295273824,210.0,8.464000000000001e-07
9.774435,44962,42.46373774368468,4325.0,10.0,0.03,0.0025741519349729612,210.0,8.464000000000001e-07
10.123522,46568,42.00278080426709,4325.0,10.0,0.03,0.00263985417935212,210.0,8.464000000000001e-07
10.472609,48174,41.576527460318374,4325.0,10.0,0.03,0.0027048432056517805,210.0,8.464000000000001e-07
10.821696,49780,41.18236501760294,4325.0,10.0,0.03,0.0027691727091948572,210.0,8.464000000000001e-07
11.170783,51386,40.81787748113429,4325.0,10.0,0.03,0.002832892342799195,210.0,8.464000000000001e-07
11.51987,52991,40.481032512501805,4325.0,10.0,0.03,0.002896008696290692,210.0,8.464000000000001e-07
11.868957,54597,40.16934548181782,4325.0,10.0,0.03,0.0029586431894413246,210.0,8.464000000000001e-07
12.218043,56203,39.88112411506206,4325.0,10.0,0.03,0.0030207954231737345,210.0,8.464000000000001e-07
