sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,81.64386332181685,3800.0,10.0,0.01,0.0,210.0,8.5376e-07
0.414082,1921,77.88380809005466,3800.0,10.0,0.01,0.00015110100648125485,210.0,8.5376e-07
0.828164,3843,74.4235623300956,3800.0,10.0,0.01,0.0002953181889552764,210.0,8.5376e-07
1.242246,5764,71.24253525445015,3800.0,10.0,0.01,0.00043305634484914183,210.0,8.5376e-07
1.656328,7685,68.31660893489234,3800.0,10.0,0.01,0.0005649072683997809,210.0,8.5376e-07
2.07041,9607,65.62398249268512,3800.0,10.0,0.01,0.0006914089007464899,210.0,8.5376e-07
2.484492,11528,63.14863299110478,3800.0,10.0,0.01,0.0008128613822988083,210.0,8.5376e-07
2.898574,13449,60.871792811959615,3800.0,10.0,0.01,0.0009297326524059095,210.0,8.5376e-07
3.312656,15371,58.77649737336065,3800.0,10.0,0.01,0.0010424487440655855,210.0,8.5376e-07
3.726738,17292,56.8502782594505,3800.0,10.0,0.01,0.0011512283577341659,210.0,8.5376e-07
4.14082,19213,55.07853125177014,3800.0,10.0,0.01,0.0012564430537840394,210.0,8.5376e-07
4.554902,21135,53.44805518342447,3800.0,10.0,0.01,0.0013584317827218062,210.0,8.5376e-07
4.968984,23056,51.9491476261587,3800.0,10.0,0.01,0.0014573498716521104,210.0,8.5376e-07
5.383066,24977,50.57044415457691,3800.0,10.0,0.01,0.0015534938826381548,210.0,8.5376e-07
5.797148,26899,49.30167214253764,3800.0,10.0,0.01,0.0016471350020348862,210.0,8.5376e-07
6.21123,28820,48.13528154397916,3800.0,10.0,0.01,0.001738379242310268,210.0,8.5376e-07
6.625311,30741,47.062429012375176,3800.0,10.0,0.01,0.0018274648048085121,210.0,8.5376e-07
7.039393,32663,46.07512079621256,3800.0,10.0,0.01,0.0019146101445009492,210.0,8.5376e-07
7.453475,34584,45.16748174815325,3800.0,10.0,0.01,0.001999882899155036,210.0,8.5376e-07
7.867557,36505,44.33263032557104,3800.0,10.0,0.01,0.0020834758561108827,210.0,8.5376e-07
8.281639,38427,43.56434610708843,3800.0,10.0,0.01,0.0021655664368619367,210.0,8.5376e-07
8.695721,40348,42.85805728533341,3800.0,10.0,0.01,0.0022461924175009467,210.0,8.5376e-07
9.109803,42269,42.20840891591072,3800.0,10.0,0.01,0.0023255112459855693,210.0,8.5376e-07
9.523885,44191,41.61056051284201,3800.0,10.0,0.01,0.0024036684131791097,210.0,8.5376e-07
9.937967,46112,41.06095447638653,3800.0,10.0,0.01,0.002480678457999704,210.0,8.5376e-07
10.352049,48034,40.55517149181008,3800.0,10.0,0.01,0.0025567108877113005,210.0,8.5376e-07
10.766131,49955,40.09020181047811,3800.0,10.0,0.01,0.002631767689056894,210.0,8.5376e-07
11.180213,51876,39.66252012275479,3800.0,10.0,0.01,0.0027059639555873285,210.0,8.5376e-07
11.594295,53798,39.26893980136597,3800.0,10.0,0.01,0.0027794069091638795,210.0,8.5376e-07
12.008377,55719,38.907118778921024,3800.0,10.0,0.01,0.002852083238847713,210.0,8.5376e-07
12.422459,57640,38.57431379884202,3800.0,10.0,0.01,0.002924089934361468,210.0,8.5376e-07
12.836541,59562,38.268045153774295,3800.0,10.0,0.01,0.002995517859990186,210.0,8.5376e-07
13.250623,61483,37.98649033947313,3800.0,10.0,0.01,0.00306634180074386,210.0,8.5376e-07
13.664705,63404,37.727514662130034,3800.0,10.0,0.01,0.003136644658661793,210.0,8.5376e-07
14.078787,65326,37.48918851152214,3800.0,10.0,0.01,0.0032065045692099333,210.0,8.5376e-07
14.492869,67247,37.27009368690278,3800.0,10.0,0.01,0.0032758870541363025,210.0,8.5376e-07
14.906951,69168,37.0685690539499,3800.0,10.0,0.01,0.003344864053002019,210.0,8.5376e-07
15.321033,71090,36.88311306627927,3800.0,10.0,0.01,0.003413503796209272,210.0,8.5376e-07
15.735115,73011,36.71262213614146,3800.0,10.0,0.01,0.003481764597201862,210.0,8.5376e-07
16.149197,74932,36.55580363448351,3800.0,10.0,0.01,0.0035497098649738073,210.0,8.5376e-07
16.563279,76854,36.411489117276076,3800.0,10.0,0.01,0.0036174001221983,210.0,8.5376e-07
16.977361,78775,36.278819816165225,3800.0,10.0,0.01,0.0036847880731017877,210.0,8.5376e-07
17.391443,80696,36.156789858328786,3800.0,10.0,0.01,0.003751930488528249,210.0,8.5376e-07
17.805525,82618,36.04449000682005,3800.0,10.0,0.01,0.0038188818933009095,210.0,8.5376e-07
18.219607,84539,35.94125200205924,3800.0,10.0,0.01,0.0038855906267750476,210.0,8.5376e-07
18.633689,86460,35.84629311358545,3800.0,10.0,0.01,0.003952108294248732,210.0,8.5376e-07
19.04777,88382,35.758905809155394,3800.0,10.0,0.01,0.004018484753255484,210.0,8.5376e-07
19.461852,90303,35.678570075585135,3800.0,10.0,0.01,0.004084664946580411,210.0,8.5376e-07
19.875934,92224,35.60467682297694,3800.0,10.0,0.01,0.0041506964598979875,210.0,8.5376e-07
20.290016,94146,35.53667547771284,3800.0,10.0,0.01,0.004216625518841415,210.0,8.5376e-07
20.704098,96067,35.47416138609296,3800.0,10.0,0.01,0.004282394423119188,210.0,8.5376e-07
21.11818,97988,35.41666057844053,3800.0,10.0,0.01,0.004348047630493622,210.0,8.5376e-07
21.532262,99910,35.36374462013416,3800.0,10.0,0.01,0.004413628540396686,210.0,8.5376e-07
