sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,84.46819097899755,4325.0,10.0,0.01,0.0,210.0,8.6112e-07
0.370582,1734,80.75894888720127,4325.0,10.0,0.01,0.00014111030534897363,210.0,8.6112e-07
0.741164,3469,77.32474624611223,4325.0,10.0,0.01,0.00027610185478864986,210.0,8.6112e-07
1.111746,5203,74.14885492140128,4325.0,10.0,0.01,0.0004052785120291704,210.0,8.6112e-07
1.482328,6937,71.21008506085123,4325.0,10.0,0.01,0.0005291496099888422,210.0,8.6112e-07
1.85291,8672,68.48922431170385,4325.0,10.0,0.01,0.0006481798828013564,210.0,8.6112e-07
2.223493,10406,65.97301925566691,4325.0,10.0,0.01,0.0007625961529229918,210.0,8.6112e-07
2.594075,12140,63.64468153072351,4325.0,10.0,0.01,0.0008728089180368512,210.0,8.6112e-07
2.964657,13875,61.48898951427825,4325.0,10.0,0.01,0.0009791933409622553,210.0,8.6112e-07
3.335239,15609,59.495442746867354,4325.0,10.0,0.01,0.0010819152056712681,210.0,8.6112e-07
3.705821,17343,57.65074009281877,4325.0,10.0,0.01,0.0011813067043594584,210.0,8.6112e-07
4.076403,19078,55.94282171764211,4325.0,10.0,0.01,0.001277672034006623,210.0,8.6112e-07
4.446985,20812,54.36336828465602,4325.0,10.0,0.01,0.0013711286188247173,210.0,8.6112e-07
4.817567,22546,52.90184152872263,4325.0,10.0,0.01,0.0014619466108941096,210.0,8.6112e-07
5.188149,24281,51.54868664666474,4325.0,10.0,0.01,0.0015503739821585497,210.0,8.6112e-07
5.558731,26015,50.29731236854262,4325.0,10.0,0.01,0.0016364898422088503,210.0,8.6112e-07
5.929313,27749,49.13936940487789,4325.0,10.0,0.01,0.001720515189789959,210.0,8.6112e-07
6.299896,29484,48.06728764649309,4325.0,10.0,0.01,0.0018026534506992012,210.0,8.6112e-07
6.670478,31218,47.07584494154095,4325.0,10.0,0.01,0.0018829533785001895,210.0,8.6112e-07
7.04106,32952,46.15842628898654,4325.0,10.0,0.01,0.001961597028580413,210.0,8.6112e-07
7.411642,34686,45.309504833565285,4325.0,10.0,0.01,0.0020387080635460666,210.0,8.6112e-07
