sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,84.99122792493354,4325.0,10.0,0.04,0.0,210.0,8.4272e-07
0.385852,1767,81.54507132307253,4325.0,10.0,0.04,0.00014468619602148018,210.0,8.4272e-07
0.771705,3534,78.34920295852889,4325.0,10.0,0.04,0.00028350577143056063,210.0,8.4272e-07
1.157557,5302,75.383830032453,4325.0,10.0,0.04,0.00041696029179549593,210.0,8.4272e-07
1.54341,7069,72.63544168709466,4325.0,10.0,0.04,0.0005452911781142439,210.0,8.4272e-07
1.929262,8836,70.0866639090715,4325.0,10.0,0.04,0.0006689433009348237,210.0,8.4272e-07
2.315115,10603,67.72299933717214,4325.0,10.0,0.04,0.0007882564705456444,210.0,8.4272e-07
2.700967,12370,65.53100352779819,4325.0,10.0,0.04,0.0009035458174170065,210.0,8.4272e-07
3.08682,14138,63.49710091175049,4325.0,10.0,0.04,0.001015166718646394,210.0,8.4272e-07
3.472672,15905,61.61202460435447,4325.0,10.0,0.04,0.0011232620387590481,210.0,8.4272e-07
3.858525,17672,59.863858043292105,4325.0,10.0,0.04,0.0012281482686304335,210.0,8.4272e-07
4.244377,19439,58.242657716692,4325.0,10.0,0.04,0.0013300584787888732,210.0,8.4272e-07
4.63023,21206,56.73920229230092,4325.0,10.0,0.04,0.0014292088122639013,210.0,8.4272e-07
5.016082,22974,55.34418050087994,4325.0,10.0,0.04,0.0015258543777818562,210.0,8.4272e-07
5.401934,24741,54.051236332088344,4325.0,10.0,0.04,0.0016200704415345881,210.0,8.4272e-07
5.787787,26508,52.85219640339481,4325.0,10.0,0.04,0.001712085440800808,210.0,8.4272e-07
6.173639,28275,51.74024061651413,4325.0,10.0,0.04,0.001802059234987443,210.0,8.4272e-07
6.559492,30042,50.709044204794466,4325.0,10.0,0.04,0.0018901400731964337,210.0,8.4272e-07
6.945344,31810,49.752220715221,4325.0,10.0,0.04,0.0019765142916565396,210.0,8.4272e-07
7.331197,33577,48.865410660342405,4325.0,10.0,0.04,0.002061210791926712,210.0,8.4272e-07
7.717049,35344,48.043008045726694,4325.0,10.0,0.04,0.0021443976167095824,210.0,8.4272e-07
8.102902,37111,47.28033507330608,4325.0,10.0,0.04,0.00222618441105623,210.0,8.4272e-07
8.488754,38878,46.57305368518365,4325.0,10.0,0.04,0.0023066728566922853,210.0,8.4272e-07
8.874607,40646,45.91678351375714,4325.0,10.0,0.04,0.002386002119872875,210.0,8.4272e-07
9.260459,42413,45.308534455200515,4325.0,10.0,0.04,0.0024641693013850077,210.0,8.4272e-07
9.646311,44180,44.74446144616929,4325.0,10.0,0.04,0.002541301020242172,210.0,8.4272e-07
10.032164,45947,44.2213560585957,4325.0,10.0,0.04,0.002617472480259127,210.0,8.4272e-07
10.418016,47715,43.73597857214948,4325.0,10.0,0.04,0.002692796027147162,210.0,8.4272e-07
10.803869,49482,43.28611750573264,4325.0,10.0,0.04,0.0027672506799787497,210.0,8.4272e-07
11.189721,51249,42.86892905009919,4325.0,10.0,0.04,0.00284093950452397,210.0,8.4272e-07
11.575574,53016,42.48204025151942,4325.0,10.0,0.04,0.0029139181215319726,210.0,8.4272e-07
11.961426,54783,42.12325049968119,4325.0,10.0,0.04,0.0029862381121156193,210.0,8.4272e-07
12.347279,56551,41.79033772140206,4325.0,10.0,0.04,0.003057987893598687,210.0,8.4272e-07
12.733131,58318,41.48178509660489,4325.0,10.0,0.04,0.0031291303531558435,210.0,8.4272e-07
13.118984,60085,41.1956421012884,4325.0,10.0,0.04,0.0031997475431452538,210.0,8.4272e-07
13.504836,61852,40.93028116383887,4325.0,10.0,0.04,0.003269877612963308,210.0,8.4272e-07
13.890689,63619,40.68419292028006,4325.0,10.0,0.04,0.0033395559412834497,210.0,8.4272e-07
14.276541,65387,40.45585328559079,4325.0,10.0,0.04,0.003408854533325086,210.0,8.4272e-07
14.662393,67154,40.244221896754375,4325.0,10.0,0.04,0.00347772521164809,210.0,8.4272e-07
15.048246,68921,40.047960920058905,4325.0,10.0,0.04,0.0035462356158421394,210.0,8.4272e-07
15.434098,70688,39.865954029751975,4325.0,10.0,0.04,0.003614411911977759,210.0,8.4272e-07
15.819951,72455,39.697165976839116,4325.0,10.0,0.04,0.003682278365730216,210.0,8.4272e-07
16.205803,74223,39.54055141539289,4325.0,10.0,0.04,0.0037498957255148514,210.0,8.4272e-07
16.591656,75990,39.39539677679511,4325.0,10.0,0.04,0.0038172082248464044,210.0,8.4272e-07
16.977508,77757,39.26078446195982,4325.0,10.0,0.04,0.003884273617823498,210.0,8.4272e-07
17.363361,79524,39.135948800624014,4325.0,10.0,0.04,0.00395110985134206,210.0,8.4272e-07
17.749213,81291,39.02017973179686,4325.0,10.0,0.04,0.004017733568846823,210.0,8.4272e-07
18.135066,83059,38.9127602691601,4325.0,10.0,0.04,0.004084197797888398,210.0,8.4272e-07
18.520918,84826,38.81320098722987,4325.0,10.0,0.04,0.004150441566774915,210.0,8.4272e-07
18.90677,86593,38.72087251923578,4325.0,10.0,0.04,0.004216515849302277,210.0,8.4272e-07
19.292623,88360,38.63524970399583,4325.0,10.0,0.04,0.004282432954963923,210.0,8.4272e-07
19.678475,90127,38.55584552185253,4325.0,10.0,0.04,0.004348204299236633,210.0,8.4272e-07
20.064328,91895,38.4821682031753,4325.0,10.0,0.04,0.0044138776140514235,210.0,8.4272e-07
20.45018,93662,38.413882058728134,4325.0,10.0,0.04,0.0044793883575471385,210.0,8.4272e-07
20.836033,95429,38.350555415749255,4325.0,10.0,0.04,0.004544782853016766,210.0,8.4272e-07
21.221885,97196,38.29182807444977,4325.0,10.0,0.04,0.004610069543348109,210.0,8.4272e-07
21.607738,98963,38.23736599571213,4325.0,10.0,0.04,0.004675256258237015,210.0,8.4272e-07
21.99359,100731,38.18683188248703,4325.0,10.0,0.04,0.004740387097432371,210.0,8.4272e-07
22.379443,102498,38.13999549081109,4325.0,10.0,0.04,0.004805395070350102,210.0,8.4272e-07
22.765295,104265,38.096560743131406,4325.0,10.0,0.04,0.004870323310576444,210.0,8.4272e-07
23.151148,106032,38.0562805840822,4325.0,10.0,0.04,0.004935177608955252,210.0,8.4272e-07
23.537,107800,38.01890554873102,4325.0,10.0,0.04,0.005,210.0,8.4272e-07
