sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,96.4067681973609,6000.0,10.0,0.01,0.0,210.0,8.2432e-07
0.409614,1835,91.0938543035336,6000.0,10.0,0.01,0.0001704354918850068,210.0,8.2432e-07
0.819228,3670,86.26961133405771,6000.0,10.0,0.01,0.00033147839536809337,210.0,8.2432e-07
1.228842,5505,81.8890923394666,6000.0,10.0,0.01,0.00048399262146836194,210.0,8.2432e-07
1.638456,7340,77.9114844985294,6000.0,10.0,0.01,0.0006287626204410667,210.0,8.2432e-07
2.04807,9175,74.29972886961404,6000.0,10.0,0.01,0.0007665006904157166,210.0,8.2432e-07
2.457684,11010,71.02017511654013,6000.0,10.0,0.01,0.0008978536138006327,210.0,8.2432e-07
2.867298,12845,68.04226799203983,6000.0,10.0,0.01,0.0010234086832846255,210.0,8.2432e-07
3.276912,14681,65.33685906931733,6000.0,10.0,0.01,0.001143764726980101,210.0,8.2432e-07
3.686526,16516,62.881691699625456,6000.0,10.0,0.01,0.0012592723819084745,210.0,8.2432e-07
4.09614,18351,60.65234558959651,6000.0,10.0,0.01,0.001370439598233442,210.0,8.2432e-07
4.505754,20186,58.628050162875816,6000.0,10.0,0.01,0.0014776656005964718,210.0,8.2432e-07
4.915368,22021,56.78994527812593,6000.0,10.0,0.01,0.0015813128937752314,210.0,8.2432e-07
5.324982,23856,55.120905511131696,6000.0,10.0,0.01,0.0016817106401013546,210.0,8.2432e-07
5.734596,25691,53.60538059907686,6000.0,10.0,0.01,0.0017791577262302504,210.0,8.2432e-07
6.144211,27526,52.229250560428845,6000.0,10.0,0.01,0.0018739255478357128,210.0,8.2432e-07
6.553825,29361,50.97969414059954,6000.0,10.0,0.01,0.0019662605381740327,210.0,8.2432e-07
6.963439,31196,49.84506935770429,6000.0,10.0,0.01,0.0020563864640759668,210.0,8.2432e-07
7.373053,33031,48.81480503547708,6000.0,10.0,0.01,0.0021445065107580747,210.0,8.2432e-07
7.782667,34866,47.879302312765724,6000.0,10.0,0.01,0.002230805174877385,210.0,8.2432e-07
8.192281,36701,47.02984521198167,6000.0,10.0,0.01,0.0023154499834667735,210.0,8.2432e-07
8.601895,38536,46.25851943328047,6000.0,10.0,0.01,0.0023985930547661934,210.0,8.2432e-07
9.011509,40372,45.557775065917355,6000.0,10.0,0.01,0.002480417081955458,210.0,8.2432e-07
9.421123,42207,44.92184728036321,6000.0,10.0,0.01,0.0025609577114956016,210.0,8.2432e-07
9.830737,44042,44.34441082837813,6000.0,10.0,0.01,0.002640374097717969,210.0,8.2432e-07
10.240351,45877,43.82008579705311,6000.0,10.0,0.01,0.002718769646217357,210.0,8.2432e-07
10.649965,47712,43.34398710683553,6000.0,10.0,0.01,0.0027962382515540145,210.0,8.2432e-07
11.059579,49547,42.91167899777181,6000.0,10.0,0.01,0.0028728651720590953,210.0,8.2432e-07
11.469193,51382,42.519133702012155,6000.0,10.0,0.01,0.0029487278241772997,210.0,8.2432e-07
11.878807,53217,42.16269391753352,6000.0,10.0,0.01,0.0030238965037475084,210.0,8.2432e-07
