sim_cycle,actual_cycle,stress,F,D,Cr,wear_depth,elastic_modulus_GPa,k_sim
0.0,0,76.73814063000492,3662.0,12.0,0.049,0.0,241.2,7.275360000000001e-07
0.350693,1387,73.92487806168546,3662.0,12.0,0.049,0.0001230510784864186,241.2,7.275360000000001e-07
0.701387,2773,71.29150852031798,3662.0,12.0,0.049,0.00024150557155182,241.2,7.275360000000001e-07
1.05208,4160,68.82296929334674,3662.0,12.0,0.049,0.0003558228711153534,241.2,7.275360000000001e-07
1.402773,5547,66.51066663117989,3662.0,12.0,0.049,0.00046618182074141036,241.2,7.275360000000001e-07
1.753467,6933,64.34622330138055,3662.0,12.0,0.049,0.0005727560553673267,241.2,7.275360000000001e-07
2.10416,8320,62.31725882061447,3662.0,12.0,0.049,0.0006759364570392806,241.2,7.275360000000001e-07
2.454853,9706,60.41803571775365,3662.0,12.0,0.049,0.0007757913299368958,241.2,7.275360000000001e-07
2.805547,11093,58.63769055292447,3662.0,12.0,0.049,0.0008726728075706348,241.2,7.275360000000001e-07
3.15624,12480,56.970025393209205,3662.0,12.0,0.049,0.0009666994676285015,241.2,7.275360000000001e-07
3.506933,13866,55.4089984609036,3662.0,12.0,0.049,0.0010579861312635037,241.2,7.275360000000001e-07
3.857627,15253,53.94568077752448,3662.0,12.0,0.049,0.0011468355217033937,241.2,7.275360000000001e-07
4.20832,16640,52.574978081005085,3662.0,12.0,0.049,0.0012333384542068551,241.2,7.275360000000001e-07
4.559013,18026,51.291924457808925,3662.0,12.0,0.049,0.0013175826564267546,241.2,7.275360000000001e-07
4.909707,19413,50.089180919762754,3662.0,12.0,0.049,0.0013998302398365286,241.2,7.275360000000001e-07
5.2604,20800,48.96256034410335,3662.0,12.0,0.049,0.0014801492009434412,241.2,7.275360000000001e-07
5.611093,22186,47.90798110147275,3662.0,12.0,0.049,0.0015586049984613662,241.2,7.275360000000001e-07
5.961787,23573,46.91941106316684,3662.0,12.0,0.049,0.0016354263638768602,241.2,7.275360000000001e-07
6.31248,24960,45.99340871070765,3662.0,12.0,0.049,0.001710662538299007,241.2,7.275360000000001e-07
6.663173,26346,45.12661923372778,3662.0,12.0,0.049,0.0017843606769503903,241.2,7.275360000000001e-07
7.013867,27733,44.31408464948573,3662.0,12.0,0.049,0.001856722075331536,241.2,7.275360000000001e-07
7.36456,29119,43.55350728655267,3662.0,12.0,0.049,0.0019277293271586138,241.2,7.275360000000001e-07
7.715253,30506,42.840536688976904,3662.0,12.0,0.049,0.001997568210398129,241.2,7.275360000000001e-07
8.065947,31893,42.17269078529082,3662.0,12.0,0.049,0.002066263831626856,241.2,7.275360000000001e-07
8.41664,33279,41.54755003913411,3662.0,12.0,0.049,0.0021338397930509264,241.2,7.275360000000001e-07
8.767333,34666,40.96153868371129,3662.0,12.0,0.049,0.00220046208541834,241.2,7.275360000000001e-07
9.118027,36053,40.412616631997835,3662.0,12.0,0.049,0.0022661446973517734,241.2,7.275360000000001e-07
9.46872,37439,39.89879519640015,3662.0,12.0,0.049,0.0023309003809877374,241.2,7.275360000000001e-07
9.819413,38826,39.41713534976392,3662.0,12.0,0.049,0.002394878863381486,241.2,7.275360000000001e-07
10.170107,40213,38.96596028498589,3662.0,12.0,0.049,0.002458084994984538,241.2,7.275360000000001e-07
10.5208,41599,38.54363544165615,3662.0,12.0,0.049,0.0025205226099443228,241.2,7.275360000000001e-07
10.871493,42986,38.14774514752653,3662.0,12.0,0.049,0.002582328067712069,241.2,7.275360000000001e-07
11.222187,44373,37.77691118587014,3662.0,12.0,0.049,0.0026434987078095534,241.2,7.275360000000001e-07
11.57288,45759,37.42979006375109,3662.0,12.0,0.049,0.0027040310344285433,241.2,7.275360000000001e-07
11.923573,47146,37.104396269602404,3662.0,12.0,0.049,0.0027640504197961363,241.2,7.275360000000001e-07
12.274267,48532,36.799809660406865,3662.0,12.0,0.049,0.002823505133362874,241.2,7.275360000000001e-07
12.62496,49919,36.51428801940737,3662.0,12.0,0.049,0.002882514333085879,241.2,7.275360000000001e-07
12.975653,51306,36.24683735734135,3662.0,12.0,0.049,0.0029410656933881243,241.2,7.275360000000001e-07
13.326347,52692,35.996488728232066,3662.0,12.0,0.049,0.002999146286240847,241.2,7.275360000000001e-07
13.67704,54079,35.761810153247936,3662.0,12.0,0.049,0.003056867345460794,241.2,7.275360000000001e-07
14.027733,55466,35.54198464358605,3662.0,12.0,0.049,0.003114212093090281,241.2,7.275360000000001e-07
