variant,test_case,seed_count,mean_predicted_life,true_life,mean_life_abs_error,mean_wear_mae_um,mean_k_factor
T4_dynk_s1_c0p15_d0p1,Run11.xlsx,5,23956.16245752371,23918.706127369696,115.83047481010362,0.04691479707171347,0.9666116259291364
T4_dynk_s1_c0p15_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s1_c0p15_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s1_c0p15_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s1_c0p1_d0p1,Run11.xlsx,5,23956.16245752371,23918.706127369696,115.83047481010362,0.04691479707171347,0.9666116259291364
T4_dynk_s1_c0p1_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s1_c0p1_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s1_c0p1_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s1_c0p2_d0p1,Run11.xlsx,5,23956.16245752371,23918.706127369696,115.83047481010362,0.04691479707171347,0.9666116259291364
T4_dynk_s1_c0p2_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s1_c0p2_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s1_c0p2_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
