variant,test_case,seed_count,mean_predicted_life,true_life,mean_life_abs_error,mean_wear_mae_um,mean_k_factor
T3_fixed_k,Run11.xlsx,5,23034.888737012345,23918.706127369696,883.8173903573522,0.0702995749466231,1.0
T3_fixed_k,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T3_fixed_k,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T3_fixed_k,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s0p5_c0p05_d0p1,Run11.xlsx,5,23495.70904582564,23918.706127369696,422.9970815440596,0.021453833817068186,0.9829914690927986
T4_dynk_s0p5_c0p05_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s0p5_c0p05_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s0p5_c0p05_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s0p5_c0p15_d0p1,Run11.xlsx,5,23495.70904582564,23918.706127369696,422.9970815440596,0.021453833817068186,0.9829914690927986
T4_dynk_s0p5_c0p15_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s0p5_c0p15_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s0p5_c0p15_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s0p5_c0p1_d0p1,Run11.xlsx,5,23495.70904582564,23918.706127369696,422.9970815440596,0.021453833817068186,0.9829914690927986
T4_dynk_s0p5_c0p1_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s0p5_c0p1_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s0p5_c0p1_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s0p5_c0p2_d0p1,Run11.xlsx,5,23495.70904582564,23918.706127369696,422.9970815440596,0.021453833817068186,0.9829914690927986
T4_dynk_s0p5_c0p2_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s0p5_c0p2_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s0p5_c0p2_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s0p75_c0p05_d0p1,Run11.xlsx,5,23687.673804636994,23918.706127369696,231.03232273270478,0.02059496709048999,0.9760106378274926
T4_dynk_s0p75_c0p05_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s0p75_c0p05_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s0p75_c0p05_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s0p75_c0p15_d0p1,Run11.xlsx,5,23725.9672589501,23918.706127369696,192.73886841959757,0.023890040796563827,0.9746989418181631
T4_dynk_s0p75_c0p15_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s0p75_c0p15_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s0p75_c0p15_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s0p75_c0p1_d0p1,Run11.xlsx,5,23725.9672589501,23918.706127369696,192.73886841959757,0.023890040796563827,0.9746989418181631
T4_dynk_s0p75_c0p1_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s0p75_c0p1_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s0p75_c0p1_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s0p75_c0p2_d0p1,Run11.xlsx,5,23725.9672589501,23918.706127369696,192.73886841959757,0.023890040796563827,0.9746989418181631
T4_dynk_s0p75_c0p2_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s0p75_c0p2_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s0p75_c0p2_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
T4_dynk_s1_c0p05_d0p1,Run11.xlsx,5,23754.60664654157,23918.706127369696,174.1030458764595,0.021958958312312614,0.9735434555108953
T4_dynk_s1_c0p05_d0p1,Run25.xlsx,5,23076.055837752196,22834.36330453385,571.0561629347794,0.06630529783345526,1.0
T4_dynk_s1_c0p05_d0p1,Run28.xlsx,5,42506.04706209356,42449.22900678442,522.7002785706442,0.052471459841257784,1.0
T4_dynk_s1_c0p05_d0p1,Run4.xlsx,5,38716.398111438735,38722.98916828896,451.5775091315721,0.03197706892427406,1.0
